name,node,technology,fuel_type,max_power,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,unit_operator,emission_factor,min_power,efficiency,additional_cost,operating_type,ramp_up,ramp_down,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time
Unit_250,307,gas engine,natural gas,60.875,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,TEAG Thüringer Energie AG,0.2052,18.2625,0.4728,1.6,Market,60.875,60.875,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_251,307,gas steam turbine,natural gas,64.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,TEAG Thüringer Energie AG,0.2052,22.4,0.380840099,1.1,Market,64.0,64.0,79.91328584,155.0912128,180.6799689,5.0,5.0
Unit_252,307,open cycle gas turbine,natural gas,117.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,TEAG Thüringer Energie AG,0.2052,35.1,0.370589761,1.6,Market,117.0,117.0,32.82845297,54.75845297,55.90267945,1.0,1.0
Unit_253,329,waste,waste,64.90091,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"MVV Umwelt Asset GmbH, Technische Werke Ludwigshafen am Rhein",0.0,25.960364,0.33,0.0,Market,64.90091,64.90091,0.0,0.0,0.0,8.0,8.0
Unit_254,338,combined cycle gas turbine,natural gas,56.2,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Städtische Werke Energie + Wärme GmbH,0.2052,19.67,0.564423734,1.6,Market,56.2,56.2,76.14995251,127.9445461,161.3666356,2.333333333,2.333333333
Unit_255,369,combined cycle gas turbine,natural gas,78.6102,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Energie SaarLorLux AG, Stadtwerke Saarbrücken GmbH",0.2052,27.51357,0.580546082,1.6,Market,78.6102,78.6102,68.84328584,112.0212128,147.0099689,2.0,2.0
Unit_256,385,waste,waste,65.1,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,swb Entsorgung GmbH&Co. KG,0.0,26.04,0.33,0.0,Market,65.1,65.1,0.0,0.0,0.0,8.0,8.0
Unit_257,386,hard coal,hard coal,109.5,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,EnBW Energie Baden-Württemberg AG,0.3384,47.085,0.411572592,3.3,Market,109.5,109.5,99.20189053,151.8560981,195.0871144,5.666666667,5.666666667
Unit_258,399,gas steam turbine,natural gas,50.858,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Leipzig GmbH,0.2052,17.8003,0.40918135,1.1,Market,50.858,50.858,74.91328584,132.3812128,169.7199689,5.0,5.0
Unit_259,419,combined cycle gas turbine,natural gas,98.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Volkswagen AG,0.2052,34.58,0.633118956,1.6,Market,98.8,98.8,68.84328584,112.0212128,147.0099689,2.0,2.0
Unit_260,445,gas engine,natural gas,99.3,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Kraftwerke Mainz-Wiesbaden AG,0.2052,29.79,0.47,1.6,Market,99.3,99.3,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_261,445,open cycle gas turbine,natural gas,55.882,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Infraserv GmbH & Co. Wiesbaden KG,0.2052,16.7646,0.411448455,1.6,Market,55.882,55.882,23.95511964,33.3517863,37.10934612,1.0,1.0
Unit_262,489,waste,waste,62.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Müllheizkraftwerk Rothensee GmbH,0.0,25.12,0.33,0.0,Market,62.8,62.8,0.0,0.0,0.0,8.0,8.0
Unit_263,519,gas steam turbine,natural gas,110.187,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Erlanger Stadtwerke AG, N-ERGIE Kraftwerke GmbH",0.2052,38.56545,0.384110243,1.1,Market,110.187,110.187,77.41328584,143.7362128,175.1999689,5.0,5.0
Unit_264,527,gas steam turbine,natural gas,157.15,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Evonik Operations GmbH,0.2052,55.0025,0.397190821,1.1,Market,157.15,157.15,75.91328584,136.9232128,171.9119689,5.0,5.0
Unit_265,527,hard coal,hard coal,133.864,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Evonik Operations GmbH,0.3384,57.56152,0.314620149,3.3,Market,120.4776,120.4776,109.8685572,174.0360981,215.7071144,8.0,8.0
Unit_266,532,open cycle gas turbine,natural gas,186.756,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lausitz Energie Kraftwerke AG,0.2052,56.0268,0.349506675,1.6,Grid reserve,186.756,186.756,32.82845297,54.75845297,55.90267945,1.0,1.0
Unit_267,538,oil,oil,136.875,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,envia THERM GmbH,0.2808,47.90625,0.3644,1.1,Market,136.875,136.875,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_268,542,combined cycle gas turbine,natural gas,92.907,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Energieversorgung Schwerin GmbH & Co. Erzeugung KG,0.2052,32.51745,0.591060656,1.6,Market,92.907,92.907,71.03528584,119.2252128,157.3459689,2.4,2.4
Unit_269,562,gas steam turbine,natural gas,68.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Würzburg AG,0.2052,23.8,0.37975005,1.1,Market,68.0,68.0,78.24661917,147.5212128,177.0266356,5.0,5.0
Unit_270,579,gas engine,natural gas,52.899,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,SWP Stadtwerke Pforzheim,0.2052,15.8697,0.470466667,1.6,Market,52.899,52.899,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_271,639,combined cycle gas turbine,natural gas,81.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Energie und Wasser Potsdam GmbH,0.2052,28.63,0.527973207,1.6,Market,81.8,81.8,74.32328584,130.0312128,172.8499689,3.0,3.0
Unit_272,644,gas steam turbine,natural gas,93.4,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Flensburg,0.2052,32.69,0.39174058,1.1,Market,93.4,93.4,76.57995251,139.9512128,173.3733022,5.0,5.0
Unit_273,644,hard coal,hard coal,65.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Flensburg,0.3384,28.294,0.400230986,3.3,Market,65.8,65.8,102.8685572,154.4660981,203.1771144,6.0,6.0
Unit_274,700,oil,oil,92.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Peissenberger Kraftwerks Gesellschaft mbH,0.2808,32.48,0.3332,1.1,Market,92.8,92.8,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_275,702,gas steam turbine,natural gas,64.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,UPM GmbH,0.2052,22.4,0.351953823,1.1,Grid reserve,64.0,64.0,79.91328584,155.0912128,180.6799689,5.0,5.0
Unit_276,752,oil,oil,58.8,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,WSW Energie & Wasser AG,0.2808,20.58,0.4008,1.1,Market,58.8,58.8,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_277,752,open cycle gas turbine,natural gas,55.2,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,WSW Energie & Wasser AG,0.2052,16.56,0.392653455,1.6,Market,55.2,55.2,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_278,766,gas engine,natural gas,95.879,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"DREWAG - Stadtwerke Dresden GmbH, GLOBALFOUNDRIES Dresden Module Two LLC & Co. KG",0.2052,28.7637,0.469066667,1.6,Market,95.879,95.879,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_279,769,waste,waste,54.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Remondis Thermische Abfallverwertung GmbH, Solvay Chemicals GmbH",0.0,21.6,0.33,0.0,Market,54.0,54.0,0.0,0.0,0.0,8.0,8.0
Unit_280,122,hard coal,hard coal,12.6,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Fernwärme Ulm GmbH,0.3384,5.418,0.412304309,3.3,Market,12.6,12.6,102.8685572,154.4660981,203.1771144,6.0,6.0
Unit_281,365,small gas mix,natural gas,171.332,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Caterpillar Energy Solutions, DSM Nutritional Products GmbH, EnBW Energie Baden-Württemberg AG, FairEnergie GmbH, Stadtwerke Tübingen GmbH, Stadtwerke Karlsruhe GmbH",0.2052,53.7959,0.396858624,1.4125,Market,171.332,171.332,42.5802653,70.65073791,85.85916299,2.5,2.5
Unit_282,386,oil,oil,46.7,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,EnBW Energie Baden-Württemberg AG,0.2808,16.345,0.3124,1.1,Market,46.7,46.7,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_283,114,waste,waste,37.6,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"EEW Energy from Waste Göppingen, EEW Energy from Waste Saarbrücken GmbH, Zweckverband Restmüllheizkraftwerk Böblingen",0.0,15.04,0.33,0.0,Market,37.6,37.6,0.0,0.0,0.0,8.0,8.0
Unit_284,76,hard coal,hard coal,24.4,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,GKS-Gemeinschaftskraftwerk Schweinfurt GmbH,0.3384,10.492,0.40791401,3.3,Market,24.4,24.4,102.8685572,154.4660981,203.1771144,6.0,6.0
Unit_285,666,small gas mix,natural gas,325.568,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Allgäuer Überlandwerk GmbH, Erlanger Stadtwerke AG, Fernwärme Ulm GmbH, SWU Energie GmbH, Gunvor Raffinerie Ingolstadt GmbH, Kraftwerk Plattling GmbH, OMV Deutschland Operations GmbH & Co. KG, Stadtwerke Augsburg Energie GmbH, Stadtwerke Rosenheim GmbH & Co. KG, Stadtwerke Würzburg AG, UPM GmbH",0.2052,104.63465,0.427071286,1.433333333,Market,325.568,325.568,48.56336941,82.47483289,100.0204908,2.5,2.5
Unit_286,76,oil,oil,78.2,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Allgäuer Überlandwerk GmbH, GKS-Gemeinschaftskraftwerk Schweinfurt GmbH, Onyx Kraftwerk Zolling GmbH &Co. KGaA, Vereinigte Wertach Elektrizitätswerke GmbH",0.2808,27.37,0.397175,1.1,Market,78.2,78.2,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_287,448,waste,waste,162.574,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"AVA Abfallverwertung Augsburg Kommunalunternehmen, GSB Sonderabfall-Entsorgung Bayern GmbH, Zweckverband Müllverwertungsanlage Ingolstadt, N-ERGIE Kraftwerke GmbH, SWM Services GmbH, Stadt Rosenheim, Stadtwerke Rosenheim GmbH & Co. KG, Zweckverband Abfallverwertung Südostbayern, Zweckverband Abfallwirtschaft Raum Würzburg, Zweckverband Müllheizkraftwerk Stadt und Landkreis Bamberg, Zweckverband für Abfallwirtschaft in Nordwest-Oberfranken",0.0,65.0296,0.33,0.0,Market,162.574,162.574,0.0,0.0,0.0,8.0,8.0
Unit_288,388,small gas mix,natural gas,42.3898,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"BTB Blockheizkraftwerks-, Träger- und Betreibergesellschaft, Fernheizwerk Neukölln AG",0.2052,12.71694,0.436396587,1.6,Market,42.3898,42.3898,23.95511964,33.3517863,37.10934612,1.0,1.0
Unit_289,270,waste,waste,59.875,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"MVR Müllverwertung Rugenberger Damm GmbH, Vattenfall Wärme Berlin AG",0.0,23.95,0.33,0.0,Market,59.875,59.875,0.0,0.0,0.0,8.0,8.0
Unit_290,168,lignite,lignite,17.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Frankfurt (Oder) GmbH,0.3636,7.31,0.39799937,3.3,Market,15.3,15.3,59.17157947,79.55699338,115.7831589,9.0,9.0
Unit_291,243,small gas mix,natural gas,161.806,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"BASF Schwarzheide GmbH, SWISS KRONO TEX, StWB Stadtwerke Brandenburg an der Havel, Stadtwerke Cottbus GmbH",0.2052,54.69425,0.424281629,1.4,Market,161.806,161.806,57.29935269,103.5241089,123.5650531,3.0,3.0
Unit_292,243,waste,waste,152.774,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"EEW Energy from Waste Großräschen GmbH, Thermische Abfallbehandlung Lauta GmbH & Co. oHG, EEW Energy from Waste Premnitz GmbH, LEIPA Georg Leinfelder GmbH, Progroup Power 1 GmbH, SpreeStromErzeugungs GmbH",0.0,61.1096,0.33,0.0,Market,152.774,152.774,0.0,0.0,0.0,8.0,8.0
Unit_293,567,waste,waste,46.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Bremerhavener Entsorgungsgesellschaft mbH, swb Entsorgung GmbH&Co. KG",0.0,18.4,0.33,0.0,Market,46.0,46.0,0.0,0.0,0.0,8.0,8.0
Unit_294,648,oil,oil,34.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Vattenfall Wärme Berlin AG,0.2808,11.9,0.3046,1.1,Market,34.0,34.0,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_295,338,lignite,lignite,33.5,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Städtische Werke Energie + Wärme GmbH,0.3636,14.405,0.379586492,3.3,Market,30.15,30.15,59.17157947,79.55699338,115.7831589,9.0,9.0
Unit_296,445,gas steam turbine,natural gas,61.31,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Infraserv GmbH & Co. Wiesbaden KG, Mainova AG",0.2052,21.4585,0.382838521,1.1,Market,61.31,61.31,77.41328584,143.7362128,175.1999689,5.0,5.0
Unit_297,308,oil,oil,24.81,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,RhönEnergie Fulda GmbH,0.2808,8.6835,0.45635,1.1,Market,24.81,24.81,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_298,13,waste,waste,80.981,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"B+T Energie GmbH, Energieversorgung Offenbach AG, Müllheizkraftwerk Kassel GmbH, Zweckverband Abfallverwertung Südhessen (ZAS)",0.0,32.3924,0.33,0.0,Market,80.981,80.981,0.0,0.0,0.0,8.0,8.0
Unit_299,606,small gas mix,natural gas,125.039,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Industriekraftwerk Greifswald GmbH, Neubrandenburger Stadtwerke GmbH, Stadtwerke Greifswald GmbH",0.2052,41.17895,0.433812915,1.5,Market,125.039,125.039,45.22038612,77.0355569,92.97159523,2.2,2.2
Unit_300,171,waste,waste,18.5,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Vattenfall Europe New Energy Ecopower GmbH,0.0,7.4,0.33,0.0,Market,18.5,18.5,0.0,0.0,0.0,8.0,8.0
Unit_301,425,hard coal,hard coal,44.5,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Braunschweiger Versorgungs-AG & Co. KG,0.3384,19.135,0.396938261,3.3,Market,44.5,44.5,102.8685572,154.4660981,203.1771144,6.0,6.0
Unit_302,521,small gas mix,natural gas,87.627,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Braunschweiger Versorgungs-AG & Co. KG, Nordland Papier GmbH, Smurfit Kappa Hoya Papier und Karton GmbH",0.2052,29.09305,0.445054128,1.433333333,Market,87.627,87.627,59.22334155,104.9402929,127.4725391,2.833333333,2.833333333
Unit_303,411,waste,waste,97.06,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"EEW Energy from Waste Hannover GmbH, EEW Energy from Waste Helmstedt GmbH, Enertec Hameln GmbH",0.0,38.824,0.33,0.0,Market,97.06,97.06,0.0,0.0,0.0,8.0,8.0
Unit_304,37,lignite,lignite,15.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,RWE Power AG,0.3636,6.45,0.285220489,3.3,Market,9.0,9.0,66.17157947,99.12699338,128.3131589,11.0,11.0
Unit_305,34,small gas mix,natural gas,632.131,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH, Energieversorgung Oberhausen, Evonik Operations GmbH, INEOS Manufacturing Deutschland, Mark-E Aktiengesellschaft, RWE Generation SE, RheinEnergie AG, SWK ENERGIE GmbH, Stadtwerke Kempen GmbH, Smurfit Kappa Zülpich Papier GmbH, Stadtwerke Aachen AG, Stadtwerke Bielefeld GmbH, Stadtwerke Bochum Holding GmbH, Stadtwerke Duisburg AG, Stadtwerke Lemgo GmbH, Stadtwerke Münster GmbH, Uniper Kraftwerke GmbH, WSW Energie & Wasser AG, medl GmbH",0.2052,205.63795,0.437013211,1.48,Market,632.131,632.131,44.13078612,71.9611569,88.58719523,2.2,2.2
Unit_306,417,oil,oil,20.615,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"AMK-Abfallentsorgungsgesellschaft des Märkischen Kreises mbH, Energieservice Westfalen Weser GmbH",0.2808,7.21525,0.3794,1.1,Market,20.615,20.615,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_307,188,waste,waste,245.716,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"AMK-Abfallentsorgungsgesellschaft des Märkischen Kreises mbH, AVEA Entsorgungsbetriebe, EBS Kraftwerk GmbH, EGK Entsorgungsgesellschaft Krefeld GmbH & Co. KG, EkoCity, Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH, Kreis Weseler Abfallgesellschaft mbH & Co.KG, MHB Hamm Betriebsführungsgesellschaft mbH, MVA Weisweiler GmbH & Co. KG, RWE Generation SE",0.0,98.2864,0.33,0.0,Market,245.716,245.716,0.0,0.0,0.0,8.0,8.0
Unit_308,239,small gas mix,natural gas,25.005,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Arla Foods Deutschland GmbH, FFR Fernwärmeversorgung Flugplatz Ramstein",0.2052,7.5015,0.449538901,1.6,Market,25.005,25.005,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_309,445,waste,waste,20.0,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Entsorgungsgesellschaft Mainz mbH,0.0,8.0,0.33,0.0,Market,20.0,20.0,0.0,0.0,0.0,8.0,8.0
Unit_310,369,small gas mix,natural gas,54.004,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Energie SaarLorLux AG, Iqony Gasmotoren Fenne 1 GmbH, Iqony Gasmotoren Fenne 2 GmbH, Iqony Gasmotoren Fenne 3 GmbH",0.2052,17.9012,0.434295411,1.35,Market,54.004,54.004,47.21586941,77.51483288,98.71632418,3.0,3.0
Unit_311,714,oil,oil,34.86,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,STEAG Power GmbH,0.2808,12.201,0.3332,1.1,Market,34.86,34.86,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_312,319,waste,waste,27.6,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"AVA Velsen GmbH, EEW Energy from Waste Saarbrücken GmbH  AHKW-Neunkirchen",0.0,11.04,0.33,0.0,Market,27.6,27.6,0.0,0.0,0.0,8.0,8.0
Unit_313,766,small gas mix,natural gas,13.1,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,DREWAG - Stadtwerke Dresden GmbH,0.2052,4.01,0.407041861,1.35,Market,13.1,13.1,47.21586941,77.51483288,98.71632418,3.0,3.0
Unit_314,768,oil,oil,17.1,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,envia THERM GmbH,0.2808,5.985,0.435,1.1,Market,17.1,17.1,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_315,770,small gas mix,natural gas,66.478467,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"Fernwärmeversorgungs- GmbH Dessau, Heizkraftwerk Halle-Trotha GmbH, Stadtwerke - Altmärkische Gas-, Wasser-und Elektrizitätswerke GmbH Stendal, envia THERM GmbH",0.2052,22.50746345,0.459558303,1.475,Market,66.478467,66.478467,48.31836941,82.60483289,102.2388242,2.5,2.5
Unit_316,7,waste,waste,69.69,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"MVV Umwelt Asset GmbH, PD energy GmbH, PreZero Energy Zorbau GmbH",0.0,27.876,0.33,0.0,Market,69.69,69.69,0.0,0.0,0.0,8.0,8.0
Unit_317,497,hard coal,hard coal,23.65,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,SWN Stadtwerke Neumünster GmbH,0.3384,10.1695,0.381572214,3.3,Market,22.2395,22.2395,106.3685572,164.2510981,209.4421144,7.0,7.0
Unit_318,507,open cycle gas turbine,natural gas,21.52,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Stadtwerke Kiel AG,0.2052,6.456,0.403685303,1.6,Market,21.52,21.52,19.51845297,22.64845297,27.71267945,1.0,1.0
Unit_319,497,oil,oil,7.246,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,SWN Stadtwerke Neumünster GmbH,0.2808,2.5361,0.4469,1.1,Market,7.246,7.246,28.32173763,40.32173763,44.88260644,1.0,1.0
Unit_320,198,waste,waste,55.36201,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"EEW Energy from Waste Stapelfeld GmbH, Müllverwertung Borsigstraße GmbH, SWN Stadtwerke Neumünster GmbH, Steinbeis Energie GmbH",0.0,22.144804,0.33,0.0,Market,55.36201,55.36201,0.0,0.0,0.0,8.0,8.0
Unit_321,774,small gas mix,natural gas,104.24,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,"ENGIE Deutschland GmbH, SWE Energie GmbH, TEAG Thüringer Energie AG",0.2052,33.497,0.423570248,1.475,Market,104.24,104.24,37.31966119,60.94789293,71.63200181,2.0,2.0
Unit_322,309,waste,waste,12.1,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Zweckverband für Abfallwirtschaft Südwestthüringen (ZASt),0.0,4.84,0.33,0.0,Market,12.1,12.1,0.0,0.0,0.0,8.0,8.0
Unit_323,1,wind offshore,renewable,352.9011734,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_365,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_324,2,solar pv,renewable,34.79469655,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_366,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_325,2,wind onshore,renewable,103.1413644,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_367,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_326,4,solar pv,renewable,17.17335626,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_368,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_327,7,solar pv,renewable,345.6503195,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_369,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_328,7,wind onshore,renewable,234.3502192,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_370,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_329,8,solar pv,renewable,53.13808501,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_371,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_330,8,wind onshore,renewable,62.61728267,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_372,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_331,14,solar pv,renewable,52.01546619,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_373,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_332,15,solar pv,renewable,22.82385024,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_374,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_333,15,wind onshore,renewable,67.65637553,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_375,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_334,18,solar pv,renewable,21.03366916,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_376,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_335,19,biomass,renewable,15.81796926,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_377,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_336,20,solar pv,renewable,23.45898911,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_378,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_337,21,solar pv,renewable,23.14120359,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_379,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_338,21,wind onshore,renewable,28.50982304,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_380,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_339,22,solar pv,renewable,33.83824726,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_381,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_340,22,wind onshore,renewable,41.68851623,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_382,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_341,23,biomass,renewable,20.87599219,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_383,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_342,24,solar pv,renewable,39.66754492,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_384,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_343,25,biomass,renewable,43.88082595,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_385,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_344,25,solar pv,renewable,176.3089276,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_386,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_345,25,wind onshore,renewable,229.4563779,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_387,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_346,26,solar pv,renewable,35.19344925,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_388,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_347,26,wind onshore,renewable,41.4715389,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_389,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_348,28,solar pv,renewable,19.54447451,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_390,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_349,34,solar pv,renewable,15.38105761,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_391,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_350,35,biomass,renewable,19.54650181,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_392,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_351,35,solar pv,renewable,22.13950953,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_393,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_352,35,wind onshore,renewable,65.01957755,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_394,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_353,39,biomass,renewable,22.18954114,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_395,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_354,39,hydro,renewable,24.66616856,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_396,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_355,39,solar pv,renewable,359.8130101,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_397,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_356,39,wind onshore,renewable,507.732341,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_398,0.0,0.0,1.0,0.0,Market,,,,,,,
Unit_357,40,solar pv,renewable,68.88376661,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,operator_399,0.0,0.0,1.0,0.0,Market,,,,,,,
