name,typ,v_nom,x,y,carrier,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,sub_network
399,substation,220,9.097142209,48.82776184,AC,1,0,inf,PQ,0
400,substation,220,8.628864933,51.99363407,AC,1,0,inf,PQ,0
401,substation,220,10.0604081,54.34877082,AC,1,0,inf,PQ,0
402,substation,220,9.449636527,53.9672865,AC,1,0,inf,PQ,0
403,substation,380,8.258859948,47.63421162,AC,1,0,inf,PQ,0
404,substation,380,8.23209442,47.55614348,AC,1,0,inf,PQ,0
405,substation,380,7.752590557,47.53913302,AC,1,0,inf,PQ,0
406,substation,220,8.861525753,47.80643532,AC,1,0,inf,PQ,0
409,substation,380,9.215650143,48.85230532,AC,1,0,inf,PQ,0
410,plant,380,10.40128139,48.51460841,AC,1,0,inf,PQ,0
411,substation,220,8.737572689,51.70016927,AC,1,0,inf,PQ,0
412,substation,220,10.64146771,53.91916269,AC,1,0,inf,PQ,0
413,substation,380,8.673717289,49.29043939,AC,1,0,inf,PQ,0
414,substation,220,9.487895027,53.63655776,AC,1,0,inf,PQ,0
415,substation,220,9.491510793,53.65809828,AC,1,0,inf,PQ,0
416,substation,380,7.472266857,47.64661034,AC,1,0,inf,PQ,0
417,substation,220,13.44285419,48.43454636,AC,1,0,inf,PQ,0
418,substation,220,13.7106901,48.51930516,AC,1,0,inf,PQ,0
421,substation,380,9.091835297,49.29461887,AC,1,0,inf,PQ,0
422,substation,220,8.663783158,49.36008737,AC,1,0,inf,PQ,0
423,generator,220,7.958491273,47.57914832,AC,1,0,inf,PQ,0
424,substation,220,8.349126123,49.01305212,AC,1,0,inf,PQ,0
425,substation,220,10.42038956,52.16520043,AC,1,0,inf,PQ,0
426,substation,220,10.38847218,52.15136493,AC,1,0,inf,PQ,0
427,substation,380,8.306262651,49.01282584,AC,1,0,inf,PQ,0
428,plant,380,14.45988682,51.83327592,AC,1,0,inf,PQ,0
429,substation,380,6.216192971,50.9123618,AC,1,0,inf,PQ,0
430,substation,380,5.918527345,51.14842639,AC,1,0,inf,PQ,0
431,auxillary_T_node,380,6.214015399,50.94389986,AC,1,0,inf,PQ,0
432,substation,220,10.96625834,47.26953047,AC,1,0,inf,PQ,0
433,substation,220,11.27772104,47.49587267,AC,1,0,inf,PQ,0
434,auxillary_T_node,220,11.28694383,47.49286246,AC,1,0,inf,PQ,0
435,auxillary_T_node,220,13.50533684,52.47477885,AC,1,0,inf,PQ,0
436,substation,380,8.4654298,48.04352362,AC,1,0,inf,PQ,0
437,auxillary_T_node,380,8.53055555,47.91484818,AC,1,0,inf,PQ,0
438,substation,220,8.248729016,48.84631652,AC,1,0,inf,PQ,0
439,auxillary_T_node,220,8.249750457,48.84917737,AC,1,0,inf,PQ,0
440,auxillary_T_node,220,9.459677479,53.86465745,AC,1,0,inf,PQ,0
441,substation,380,11.47039412,50.93039023,AC,1,0,inf,PQ,0
442,auxillary_T_node,380,11.42990658,50.91144646,AC,1,0,inf,PQ,0
443,substation,380,7.254656882,53.02667163,AC,1,0,inf,PQ,0
444,auxillary_T_node,380,7.255017735,53.02671369,AC,1,0,inf,PQ,0
445,auxillary_T_node,220,7.371856394,52.19770665,AC,1,0,inf,PQ,0
446,substation,220,13.39982884,53.79444778,AC,1,0,inf,PQ,0
447,auxillary_T_node,220,13.39847083,53.79333188,AC,1,0,inf,PQ,0
448,auxillary_T_node,380,7.424745246,51.45925839,AC,1,0,inf,PQ,0
449,auxillary_T_node,380,7.123360468,51.44734439,AC,1,0,inf,PQ,0
450,substation,380,7.416707912,51.45705216,AC,1,0,inf,PQ,0
451,auxillary_T_node,380,7.416582614,51.46078236,AC,1,0,inf,PQ,0
452,substation,380,6.53175001,50.39005126,AC,1,0,inf,PQ,0
453,auxillary_T_node,380,6.533036531,50.39224278,AC,1,0,inf,PQ,0
454,auxillary_T_node,380,6.608792268,51.03467877,AC,1,0,inf,PQ,0
455,substation,380,6.808906247,51.26860759,AC,1,0,inf,PQ,0
456,auxillary_T_node,380,6.720331675,51.34412358,AC,1,0,inf,PQ,0
457,auxillary_T_node,220,7.139374734,51.56083139,AC,1,0,inf,PQ,0
458,auxillary_T_node,380,7.41946378,51.45751009,AC,1,0,inf,PQ,0
459,substation,220,7.19597933,51.41157531,AC,1,0,inf,PQ,0
460,auxillary_T_node,220,7.17920262,51.42182448,AC,1,0,inf,PQ,0
461,substation,220,7.324279583,51.62138747,AC,1,0,inf,PQ,0
462,auxillary_T_node,220,7.343713344,51.61310494,AC,1,0,inf,PQ,0
463,auxillary_T_node,220,6.522725489,51.32249547,AC,1,0,inf,PQ,0
464,substation,220,6.963305454,50.83376292,AC,1,0,inf,PQ,0
465,auxillary_T_node,220,6.929092691,50.84415297,AC,1,0,inf,PQ,0
466,substation,220,7.095826719,50.82687168,AC,1,0,inf,PQ,0
467,auxillary_T_node,220,7.09435791,50.82696709,AC,1,0,inf,PQ,0
468,substation,220,6.577290577,51.55639118,AC,1,0,inf,PQ,0
469,auxillary_T_node,220,6.650667414,51.55370227,AC,1,0,inf,PQ,0
470,auxillary_T_node,380,7.825990433,51.75006755,AC,1,0,inf,PQ,0
471,auxillary_T_node,220,6.928979054,50.84381695,AC,1,0,inf,PQ,0
472,substation,380,7.99395912,51.82309543,AC,1,0,inf,PQ,0
473,auxillary_T_node,380,7.834020743,51.75504035,AC,1,0,inf,PQ,0
474,substation,220,9.145176872,52.85324644,AC,1,0,inf,PQ,0
475,auxillary_T_node,220,9.137947926,52.84702699,AC,1,0,inf,PQ,0
476,substation,220,8.318889254,52.06603746,AC,1,0,inf,PQ,0
477,auxillary_T_node,220,8.334667751,52.07052004,AC,1,0,inf,PQ,0
478,auxillary_T_node,380,7.981878319,51.67665157,AC,1,0,inf,PQ,0
479,substation,220,9.923829837,51.89756176,AC,1,0,inf,PQ,0
480,auxillary_T_node,220,9.85241625,51.89876525,AC,1,0,inf,PQ,0
481,auxillary_T_node,380,9.413681221,52.02748289,AC,1,0,inf,PQ,0
482,auxillary_T_node,220,10.35521499,52.17581096,AC,1,0,inf,PQ,0
483,substation,380,10.70273189,47.8264598,AC,1,0,inf,PQ,0
484,auxillary_T_node,380,10.70374228,47.82641598,AC,1,0,inf,PQ,0
485,substation,220,10.19493344,47.97093688,AC,1,0,inf,PQ,0
486,substation,220,10.64128677,48.02745124,AC,1,0,inf,PQ,0
487,auxillary_T_node,220,10.64180254,48.02584927,AC,1,0,inf,PQ,0
488,auxillary_T_node,380,8.670099217,49.30920228,AC,1,0,inf,PQ,0
489,substation,380,9.228088745,51.81245337,AC,1,0,inf,PQ,0
490,auxillary_T_node,380,9.231870023,51.81011909,AC,1,0,inf,PQ,0
491,auxillary_T_node,380,10.23416297,48.52893204,AC,1,0,inf,PQ,0
492,substation,220,8.735135734,50.15919154,AC,1,0,inf,PQ,0
493,substation,220,8.872259639,50.12972532,AC,1,0,inf,PQ,0
494,auxillary_T_node,220,8.743260529,50.16233798,AC,1,0,inf,PQ,0
495,auxillary_T_node,380,9.332230166,54.72102276,AC,1,0,inf,PQ,0
2_220kV,substation,220,9.113210075,52.54385332,AC,1,0,inf,PQ,0
5_220kV,substation,220,10.36627494,52.28464675,AC,1,0,inf,PQ,0
10_220kV,substation,220,12.9416466,52.5621144,AC,1,0,inf,PQ,0
12_220kV,substation,220,13.70966971,52.53979526,AC,1,0,inf,PQ,0
13_220kV,substation,220,11.37042625,48.29149223,AC,1,0,inf,PQ,0
15_220kV,substation,220,11.86815629,48.20680292,AC,1,0,inf,PQ,0
18_220kV,substation,220,13.68347697,54.13909064,AC,1,0,inf,PQ,0
20_220kV,substation,220,9.98460982,53.74112878,AC,1,0,inf,PQ,0
22_220kV,substation,220,9.202104201,53.89515741,AC,1,0,inf,PQ,0
24_220kV,substation,220,9.72699197,54.29142099,AC,1,0,inf,PQ,0
26_220kV,substation,220,9.344001772,53.85177746,AC,1,0,inf,PQ,0
30_220kV,substation,220,9.501789668,53.54281437,AC,1,0,inf,PQ,0
32_220kV,substation,220,11.12285456,50.99890907,AC,1,0,inf,PQ,0
37_220kV,substation,220,11.63891276,52.26873468,AC,1,0,inf,PQ,0
42_220kV,substation,220,12.18698482,53.81577517,AC,1,0,inf,PQ,0
46_220kV,substation,220,13.52419873,52.53563427,AC,1,0,inf,PQ,0
52_220kV,substation,220,8.313340166,49.00904346,AC,1,0,inf,PQ,0
56_220kV,substation,220,8.623209675,49.35658225,AC,1,0,inf,PQ,0
61_220kV,substation,220,8.51888181,53.20263528,AC,1,0,inf,PQ,0
68_220kV,substation,220,8.77244296,49.97466867,AC,1,0,inf,PQ,0
69_220kV,substation,220,8.419371059,49.63373568,AC,1,0,inf,PQ,0
74_220kV,substation,220,13.90243469,51.87472352,AC,1,0,inf,PQ,0
78_220kV,substation,220,11.64637863,50.53487697,AC,1,0,inf,PQ,0
86_220kV,substation,220,7.308204301,52.47683539,AC,1,0,inf,PQ,0
87_220kV,substation,220,7.060306992,51.69647601,AC,1,0,inf,PQ,0
94_220kV,substation,220,8.307756897,52.34563564,AC,1,0,inf,PQ,0
95_220kV,substation,220,7.889576712,52.27739676,AC,1,0,inf,PQ,0
96_220kV,substation,220,7.317849944,52.46911149,AC,1,0,inf,PQ,0
99_220kV,substation,220,6.996476592,49.37540931,AC,1,0,inf,PQ,0
100_220kV,substation,220,6.47473977,49.9224693,AC,1,0,inf,PQ,0
104_220kV,substation,220,6.926758964,51.49920568,AC,1,0,inf,PQ,0
105_220kV,substation,220,6.680787989,51.64629594,AC,1,0,inf,PQ,0
106_220kV,substation,220,7.16721461,51.38990676,AC,1,0,inf,PQ,0
107_220kV,substation,220,7.125572911,51.44897726,AC,1,0,inf,PQ,0
117_220kV,substation,220,6.972577427,50.79569302,AC,1,0,inf,PQ,0
120_220kV,substation,220,7.863945714,50.76824191,AC,1,0,inf,PQ,0
123_220kV,substation,220,6.702203378,51.00886091,AC,1,0,inf,PQ,0
124_220kV,substation,220,6.612402315,51.03592426,AC,1,0,inf,PQ,0
125_220kV,substation,220,6.965684424,51.06932953,AC,1,0,inf,PQ,0
128_220kV,substation,220,7.44948529,50.40252766,AC,1,0,inf,PQ,0
129_220kV,substation,220,6.625827902,51.26060982,AC,1,0,inf,PQ,0
138_220kV,generator,220,7.006749879,51.59991142,AC,1,0,inf,PQ,0
143_220kV,generator,220,7.351357841,51.56836861,AC,1,0,inf,PQ,0
156_220kV,substation,220,6.842231151,50.85986472,AC,1,0,inf,PQ,0
157_220kV,substation,220,8.364229531,51.92712049,AC,1,0,inf,PQ,0
159_220kV,substation,220,8.054087354,53.33230269,AC,1,0,inf,PQ,0
160_220kV,substation,220,8.477910636,53.42848547,AC,1,0,inf,PQ,0
165_220kV,substation,220,7.708318489,51.67620331,AC,1,0,inf,PQ,0
184_220kV,substation,220,6.617381091,51.47579096,AC,1,0,inf,PQ,0
191_220kV,substation,220,6.715252597,51.52679087,AC,1,0,inf,PQ,0
195_220kV,substation,220,6.683106977,51.57564551,AC,1,0,inf,PQ,0
201_220kV,substation,220,9.251034251,53.11443231,AC,1,0,inf,PQ,0
220_220kV,substation,220,8.659372903,51.99961013,AC,1,0,inf,PQ,0
231_220kV,substation,220,7.958054023,47.59547226,AC,1,0,inf,PQ,0
232_220kV,substation,220,10.08375127,48.26886752,AC,1,0,inf,PQ,0
233_220kV,substation,220,9.885515098,48.30407436,AC,1,0,inf,PQ,0
236_220kV,substation,220,9.196756526,48.91296344,AC,1,0,inf,PQ,0
247_220kV,substation,220,10.36338423,47.73833681,AC,1,0,inf,PQ,0
248_220kV,generator,220,7.461500259,51.61461431,AC,1,0,inf,PQ,0
250_220kV,generator,220,7.71554342,51.67364307,AC,1,0,inf,PQ,0
251_220kV,generator,220,7.714594534,51.67309964,AC,1,0,inf,PQ,0
252_220kV,generator,220,7.712700934,51.67266366,AC,1,0,inf,PQ,0
261_220kV,substation,220,9.045434968,48.90296201,AC,1,0,inf,PQ,0
263_220kV,substation,220,9.810916892,47.1426453,AC,1,0,inf,PQ,0
264_220kV,substation,220,9.425512386,48.0643508,AC,1,0,inf,PQ,0
267_220kV,substation,220,6.801823657,51.12478806,AC,1,0,inf,PQ,0
272_220kV,substation,220,9.318195236,54.71604941,AC,1,0,inf,PQ,0
279_220kV,substation,220,12.81390991,50.85791851,AC,1,0,inf,PQ,0
281_220kV,substation,220,12.04498252,50.78125673,AC,1,0,inf,PQ,0
282_220kV,substation,220,12.5182221,51.15707259,AC,1,0,inf,PQ,0
292_220kV,substation,220,11.6441811,51.90851287,AC,1,0,inf,PQ,0
303_220kV,substation,220,9.387651257,51.64073353,AC,1,0,inf,PQ,0
307_220kV,substation,220,9.15135395,49.14338341,AC,1,0,inf,PQ,0
308_220kV,substation,220,10.187834,49.98121904,AC,1,0,inf,PQ,0
312_220kV,substation,220,10.11748669,48.89710534,AC,1,0,inf,PQ,0
315_220kV,substation,220,10.84086956,48.23803101,AC,1,0,inf,PQ,0
317_220kV,substation,220,10.87393576,47.24442393,AC,1,0,inf,PQ,0
322_220kV,substation,220,7.751862498,48.09640572,AC,1,0,inf,PQ,0
332_220kV,substation,220,13.10343464,48.66679296,AC,1,0,inf,PQ,0
334_220kV,substation,220,11.1937278,50.16221444,AC,1,0,inf,PQ,0
336_220kV,substation,220,11.81070255,50.18376553,AC,1,0,inf,PQ,0
338_220kV,substation,220,12.08225445,49.29744777,AC,1,0,inf,PQ,0
351_220kV,substation,220,11.50773055,48.76112399,AC,1,0,inf,PQ,0
353_220kV,substation,220,11.58137052,48.76489405,AC,1,0,inf,PQ,0
360_220kV,substation,220,6.773207838,49.29107421,AC,1,0,inf,PQ,0
362_220kV,substation,220,8.049363524,47.55088185,AC,1,0,inf,PQ,0
382_220kV,substation,220,10.16029127,49.98919478,AC,1,0,inf,PQ,0
384_220kV,substation,220,10.8431178,49.37869269,AC,1,0,inf,PQ,0
385_220kV,substation,220,9.090517549,49.97004137,AC,1,0,inf,PQ,0
391_220kV,substation,220,8.954644121,50.08601573,AC,1,0,inf,PQ,0
403_220kV,substation,220,8.258859948,47.63421162,AC,1,0,inf,PQ,0
404_220kV,substation,220,8.23209442,47.55614348,AC,1,0,inf,PQ,0
413_220kV,substation,220,8.673717289,49.29043939,AC,1,0,inf,PQ,0
421_220kV,substation,220,9.091835297,49.29461887,AC,1,0,inf,PQ,0
450_220kV,substation,220,7.416707912,51.45705216,AC,1,0,inf,PQ,0
458_220kV,auxillary_T_node,220,7.41946378,51.45751009,AC,1,0,inf,PQ,0
