name,technology,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_176,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,452.9,90.58,0.612089806,5.5,154,operator_176,Market
Unit_177,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,92.0,18.4,0.38,5.5,465,operator_177,Market
Unit_178,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,56.0,11.2,0.427033289,5.5,296,operator_178,Market
Unit_179,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,431.0,86.2,0.431239119,5.5,296,operator_179,Market
Unit_180,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,310.0,62.0,0.436780845,5.5,393,operator_180,Market
Unit_181,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,63.54,12.708,0.527973207,5.5,340,operator_181,Market
Unit_182,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,64.603,12.9206,0.586854826,5.5,340,operator_182,Market
Unit_183,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,5.5,340,operator_183,Market
Unit_184,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,5.5,340,operator_184,Market
Unit_185,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.4,11.08,0.434329323,5.5,72,operator_185,Market
Unit_186,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,359.0,71.8,0.35685904,5.5,92,operator_186,Market
Unit_187,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.0,11.6,0.591060656,5.5,92,operator_187,Market
Unit_188,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.0,11.6,0.591060656,5.5,92,operator_188,Market
Unit_189,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,359.0,71.8,0.439650779,5.5,92,operator_189,Market
Unit_190,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.0,11.6,0.407362585,5.5,92,operator_190,Market
Unit_191,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.0,11.6,0.407362585,5.5,92,operator_191,Market
Unit_192,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,340.0,68.0,0.396100773,5.5,92,operator_192,Market
Unit_193,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,5.5,92,operator_193,Market
Unit_194,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,5.5,92,operator_194,Market
Unit_195,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,89.5,17.9,0.565825677,5.5,215,operator_195,Market
Unit_196,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,204.0,40.8,0.565825677,5.5,215,operator_196,Market
Unit_197,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,204.0,40.8,0.565825677,5.5,215,operator_197,Market
Unit_198,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,71.5,14.3,0.532179037,5.5,215,operator_198,Market
Unit_199,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,173.0,34.6,0.532179037,5.5,215,operator_199,Market
Unit_200,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,165.5,33.1,0.532179037,5.5,215,operator_200,Market
Unit_201,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,746.0,149.2,0.458402452,1.3,248,operator_201,Market
Unit_202,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90.0,18.0,0.32401085,5.5,70,operator_202,Market
Unit_203,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,139.7,27.94,0.386290339,5.5,70,operator_203,Market
Unit_204,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,291.3,58.26,0.382847369,5.5,70,operator_204,Market
Unit_205,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,255.0,51.0,0.440841255,1.3,229,operator_205,Market
Unit_206,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,425.0,85.0,0.390352812,1.3,229,operator_206,Market
Unit_207,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,435.0,87.0,0.414499459,1.3,229,operator_207,Market
Unit_208,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,843.0,168.6,0.462792751,1.3,229,operator_208,Market
Unit_209,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,61.127,12.2254,0.431239119,5.5,87,operator_209,Market
Unit_210,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,77.567,15.5134,0.435444949,5.5,87,operator_210,Market
Unit_211,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,87,operator_211,Market
Unit_212,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,87,operator_212,Market
Unit_213,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,5.5,87,operator_213,Market
Unit_214,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.451,10.4902,0.431877802,5.5,354,operator_214,Market
Unit_215,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.768,10.5536,0.431877802,5.5,354,operator_215,Market
Unit_216,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,5.5,354,operator_216,Market
Unit_217,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,5.5,354,operator_217,Market
Unit_218,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,127.6,25.52,0.561619847,5.5,354,operator_218,Market
Unit_219,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,5.5,354,operator_219,Market
Unit_220,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,5.5,354,operator_220,Market
Unit_221,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,891.0,178.2,0.40260259,1.65,313,operator_221,Market
Unit_222,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,891.0,178.2,0.4049042,1.65,313,operator_222,Market
Unit_223,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.0,10.6,0.565825677,5.5,390,operator_223,Market
Unit_224,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.0,10.6,0.565825677,5.5,390,operator_224,Market
Unit_225,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,383.0,76.6,0.355768992,5.5,390,operator_225,Market
Unit_226,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,387.0,77.4,0.357949088,5.5,390,operator_226,Market
Unit_227,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.0,10.6,0.439650779,5.5,390,operator_227,Market
Unit_228,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,54.0,10.8,0.40352371,1.3,492,operator_228,Market
Unit_229,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,87.0,17.4,0.3072,5.5,402,operator_229,Market
Unit_230,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,90.0,18.0,0.3904,5.5,398,operator_230,Market
Unit_231,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,875.0,175.0,0.401328561,1.3,376,operator_231,Market
Unit_232,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,78.157,15.6314,0.586854826,5.5,332,operator_232,Market
Unit_233,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,54.0,10.8,0.370589761,5.5,468,operator_233,Market
Unit_234,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,514.0,102.8,0.416694608,1.3,217,operator_234,Market
Unit_235,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.5,22.5,0.540590697,5.5,70,operator_235,Market
Unit_236,Combustion Engine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.496,10.4992,0.4728,5.5,99,operator_236,Market
Unit_237,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.0,10.6,0.372119714,5.5,99,operator_237,Market
Unit_238,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,450.0,90.0,0.393396151,1.65,72,operator_238,Market
Unit_239,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,110.0,22.0,0.39569776,1.65,72,operator_239,Market
Unit_240,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,450.0,90.0,0.39569776,1.65,72,operator_240,Market
Unit_241,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51.431,10.2862,0.519561547,5.5,74,operator_241,Market
Unit_242,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,106.0,21.2,0.3828,5.5,180,operator_242,Market
Unit_243,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,106.0,21.2,0.3828,5.5,180,operator_243,Market
Unit_244,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,59.0,11.8,0.3971,5.5,180,operator_244,Market
Unit_245,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,755.0,151.0,0.39799937,1.65,79,operator_245,Market
Unit_246,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,755.0,151.0,0.40030098,1.65,79,operator_246,Market
Unit_247,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,100.0,20.0,0.532179037,5.5,292,operator_247,Market
Unit_248,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.361173613,1.65,81,operator_248,Market
Unit_249,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.363475223,1.65,81,operator_249,Market
Unit_250,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.368078443,1.65,81,operator_250,Market
Unit_251,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.370380052,1.65,81,operator_251,Market
Unit_252,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,333.0,66.6,0.410109159,1.3,354,operator_252,Market
Unit_253,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,300.0,60.0,0.410271399,5.5,353,operator_253,Market
Unit_254,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,211.0,42.2,0.40571886,1.3,360,operator_254,Market
Unit_255,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,179.0,35.8,0.390352812,1.3,360,operator_255,Market
Unit_256,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,136.0,27.2,0.3306,5.5,305,operator_256,Market
Unit_257,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,51.0,10.2,0.3072,5.5,28,operator_257,Market
Unit_258,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,137.0,27.4,0.414499459,1.3,28,operator_258,Market
Unit_259,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,116.0,23.2,0.414499459,1.3,28,operator_259,Market
Unit_260,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,98.0,19.6,0.315,5.5,204,operator_260,Market
Unit_261,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,98.0,19.6,0.3575,5.5,204,operator_261,Market
Unit_262,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,355.0,71.0,0.354678944,5.5,166,operator_262,Market
Unit_263,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.0,11.0,0.431239119,5.5,166,operator_263,Market
Unit_264,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,355.0,71.0,0.355768992,5.5,166,operator_264,Market
Unit_265,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.0,11.0,0.431239119,5.5,166,operator_265,Market
Unit_266,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,355.0,71.0,0.355768992,5.5,166,operator_266,Market
Unit_267,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,55.0,11.0,0.435444949,5.5,166,operator_267,Market
Unit_268,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.0,22.4,0.341171501,5.5,166,operator_268,Market
Unit_269,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51.9,10.38,0.370589761,5.5,117,operator_269,Market
Unit_270,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,90.0,18.0,0.3432,5.5,117,operator_270,Market
Unit_271,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,726.0,145.2,0.462792751,1.3,34,operator_271,Market
Unit_272,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90.51,18.102,0.641530616,5.5,16,operator_272,Market
Unit_273,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,99.99,19.998,0.641530616,5.5,16,operator_273,Market
Unit_274,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61.0,12.2,0.425475207,1.3,16,operator_274,Market
Unit_275,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61.0,12.2,0.425475207,1.3,16,operator_275,Market
Unit_276,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,1.3,16,operator_276,Market
Unit_277,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,1.3,16,operator_277,Market
Unit_278,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,90.784,18.1568,0.574237337,5.5,223,operator_278,Market
Unit_279,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,51.0,10.2,0.392653455,5.5,382,operator_279,Market
Unit_280,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,472.0,94.4,0.396938261,1.3,352,operator_280,Market
Unit_281,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,144.0,28.8,0.354678944,5.5,347,operator_281,Market
Unit_282,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,124.0,24.8,0.361815866,1.3,365,operator_282,Market
Unit_283,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1402.0,280.4,0.33,10.3,367,operator_283,Market
Unit_284,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,297.0,59.4,0.331252685,1.65,123,operator_284,Market
Unit_285,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,92.0,18.4,0.3202,5.5,347,operator_285,Market
Unit_286,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,92.0,18.4,0.3202,5.5,347,operator_286,Market
Unit_287,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,110.0,22.0,0.35685904,5.5,380,operator_287,Market
Unit_288,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,295.0,59.0,0.324347856,1.65,123,operator_288,Market
Unit_289,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,303.0,60.6,0.383767363,1.3,67,operator_289,Market
Unit_290,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,370.0,74.0,0.40352371,1.3,196,operator_290,Market
Unit_291,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,321.0,64.2,0.324347856,1.65,127,operator_291,Market
Unit_292,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,294.0,58.8,0.340459125,1.65,115,operator_292,Market
Unit_293,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,800.0,160.0,0.462792751,1.3,183,operator_293,Market
Unit_294,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,800.0,160.0,0.462792751,1.3,183,operator_294,Market
Unit_295,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,763.7,152.74,0.460597602,1.3,136,operator_295,Market
Unit_296,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,794.0,158.8,0.396938261,1.3,289,operator_296,Market
Unit_297,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,67.0,13.4,0.257601171,1.65,341,operator_297,Market
Unit_298,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,715.0,143.0,0.377181914,1.3,34,operator_298,Market
Unit_299,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,140.0,28.0,0.425475207,1.3,34,operator_299,Market
Unit_300,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1410.0,282.0,0.33,10.3,26,operator_300,Market
Unit_301,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,560.0,112.0,0.544796527,5.5,131,operator_301,Market
Unit_302,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1360.0,272.0,0.33,10.3,481,operator_302,Market
Unit_303,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1288.0,257.6,0.33,10.3,396,operator_303,Market
Unit_304,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,120.0,24.0,0.317443027,1.65,134,operator_304,Market
Unit_305,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,294.0,58.8,0.340459125,1.65,115,operator_305,Market
Unit_306,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,58.172,11.6344,0.377284882,1.65,344,operator_306,Market
Unit_307,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,70.0,14.0,0.396938261,1.3,138,operator_307,Market
Unit_308,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1410.0,282.0,0.33,10.3,330,operator_308,Market
Unit_309,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1336.0,267.2,0.33,10.3,202,operator_309,Market
Unit_310,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,79.7,15.94,0.460679928,5.5,354,operator_310,Market
Unit_311,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,uranium,0.0,1310.0,262.0,0.33,10.3,306,operator_311,Market
Unit_312,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,56.0,11.2,0.3176,5.5,34,operator_312,Market
Unit_313,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,350.0,70.0,0.361815866,1.3,61,operator_313,Market
Unit_314,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,92.332,18.4664,0.381888101,1.65,344,operator_314,Market
Unit_315,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,607.0,121.4,0.347363954,1.65,115,operator_315,Market
Unit_316,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,604.0,120.8,0.349665564,1.65,115,operator_316,Market
Unit_317,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,690.0,138.0,0.383767363,1.3,299,operator_317,Market
Unit_318,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,68.4,13.68,0.392547962,1.3,87,operator_318,Market
Unit_319,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,55.56,11.112,0.366206166,1.3,87,operator_319,Market
Unit_320,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,352.0,70.4,0.370380052,1.65,49,operator_320,Security reserve
Unit_321,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,284.0,56.8,0.326649466,1.65,115,operator_321,Security reserve
Unit_322,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,278.0,55.6,0.335855905,1.65,115,operator_322,Security reserve
Unit_323,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,295.0,59.0,0.335855905,1.65,123,operator_323,Security reserve
Unit_324,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,299.0,59.8,0.338157515,1.65,123,operator_324,Security reserve
Unit_325,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,292.0,58.4,0.342760735,1.65,115,operator_325,Security reserve
Unit_326,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,500.0,100.0,0.374983272,1.65,81,operator_326,Security reserve
Unit_327,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,lignite,0.4,500.0,100.0,0.379586492,1.65,81,operator_327,Security reserve
Unit_328,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,433.0,86.6,0.396938261,1.3,378,operator_328,Grid reserve
Unit_329,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,726.0,145.2,0.392547962,1.3,211,operator_329,Grid reserve
Unit_330,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,580.0,116.0,0.360129184,5.5,245,operator_330,Grid reserve
Unit_331,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,386.0,77.2,0.3553,5.5,351,operator_331,Grid reserve
Unit_332,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,386.0,77.2,0.3564,5.5,351,operator_332,Grid reserve
Unit_333,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,125.0,25.0,0.353035268,1.3,310,operator_333,Grid reserve
Unit_334,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,125.0,25.0,0.355230417,1.3,310,operator_334,Grid reserve
Unit_335,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,114.0,22.8,0.383020195,5.5,52,operator_335,Grid reserve
Unit_336,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,239.0,47.8,0.375492804,5.5,52,operator_336,Grid reserve
Unit_337,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,250.0,50.0,0.360129184,5.5,70,operator_337,Grid reserve
Unit_338,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,85.0,17.0,0.315,5.5,236,operator_338,Grid reserve
Unit_339,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,655.6,131.12,0.377181914,1.3,99,operator_339,Grid reserve
Unit_340,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282.0,56.4,0.404911064,5.5,353,operator_340,Grid reserve
Unit_341,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282.0,56.4,0.404911064,5.5,353,operator_341,Grid reserve
Unit_342,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,282.0,56.4,0.404911064,5.5,353,operator_342,Grid reserve
Unit_343,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,576.0,115.2,0.407362585,5.5,353,operator_343,Grid reserve
Unit_344,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,96.0,19.2,0.350840118,1.3,305,operator_344,Grid reserve
Unit_345,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,hard coal,0.3,148.0,29.6,0.357425567,1.3,305,operator_345,Grid reserve
Unit_346,Gas turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,77.4,15.48,0.3046,5.5,236,operator_346,Grid reserve
Unit_347,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,263.5,52.7,0.3575,5.5,236,operator_347,Grid reserve
Unit_348,Steam turbine,naive_eom,naive_eom,flexable_eom_block,,oil,0.25,415.0,83.0,0.3564,5.5,353,operator_348,Grid reserve
Unit_349,Small gas,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,148.416,29.6832,0.357719272,5.5,12,operator_349,Market
Unit_350,Small gas,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.28,10.456,0.381733322,5.5,223,operator_350,Market
Unit_351,Small gas,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,101.455,20.291,0.392992854,5.5,316,operator_351,Market
Unit_352,Small gas,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,130.574,26.1148,0.478000698,5.5,302,operator_352,Market
Unit_353,Small oil,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,51.0,10.2,0.3046,5.5,347,operator_353,Market
