name,technology,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_459,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,834,166.8,0.461,1.3,52,operator_459,Market
Unit_460,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,18.9,3.78,0.38,5.5,424,operator_460,Market
Unit_461,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,11.3,2.26,0.38,5.5,424,operator_461,Market
Unit_462,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,11.3,2.26,0.38,5.5,424,operator_462,Market
Unit_463,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,12.7,2.54,0.38,5.5,424,operator_463,Market
Unit_464,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,12.7,2.54,0.38,5.5,424,operator_464,Market
Unit_465,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,7.3,1.46,0.38,5.5,424,operator_465,Market
Unit_466,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,7.3,1.46,0.38,5.5,424,operator_466,Market
Unit_467,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,13.5,2.7,0.38,5.5,424,operator_467,Market
Unit_468,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,33,6.6,0.368,5.5,52,operator_468,Market
Unit_469,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,8,1.6,0.33,0,302,operator_469,Market
Unit_470,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,14.7,2.94,0.33,0,302,operator_470,Market
Unit_471,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,33.5,6.7,0.38,1.65,358,operator_471,Market
Unit_472,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.8,1.96,0.494,5.5,358,operator_472,Market
Unit_473,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,15.3,3.06,0.633,5.5,358,operator_473,Market
Unit_474,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,31.2,6.24,0.566,5.5,358,operator_474,Market
Unit_475,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,2.7,0.54,0.374,5.5,358,operator_475,Market
Unit_476,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.3,1.06,0.333,5.5,358,operator_476,Market
Unit_477,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,20.8,4.16,0.352,5.5,358,operator_477,Market
Unit_478,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,25.9,5.18,0.4,5.5,358,operator_478,Market
Unit_479,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,3.3,0.66,0.466,5.5,463,operator_479,Market
Unit_480,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.4,1.08,0.393,5.5,401,operator_480,Market
Unit_481,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.4,1.08,0.393,5.5,401,operator_481,Market
Unit_482,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.3,1.06,0.415,5.5,401,operator_482,Market
Unit_483,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.3,1.06,0.415,5.5,401,operator_483,Market
Unit_484,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_484,Market
Unit_485,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_485,Market
Unit_486,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_486,Market
Unit_487,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_487,Market
Unit_488,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_488,Market
Unit_489,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_489,Market
Unit_490,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_490,Market
Unit_491,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_491,Market
Unit_492,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_492,Market
Unit_493,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_493,Market
Unit_494,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_494,Market
Unit_495,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_495,Market
Unit_496,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_496,Market
Unit_497,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_497,Market
Unit_498,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_498,Market
Unit_499,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_499,Market
Unit_500,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_500,Market
Unit_501,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_501,Market
Unit_502,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_502,Market
Unit_503,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.5,1.9,0.467,5.5,84,operator_503,Market
Unit_504,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,83,16.6,0.334,5.5,219,operator_504,Market
Unit_505,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,19,3.8,0.31,5.5,219,operator_505,Market
Unit_506,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,46,9.2,0.33,0,364,operator_506,Market
Unit_507,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,18,3.6,0.33,0,364,operator_507,Market
Unit_508,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,29.6,5.92,0.434,5.5,162,operator_508,Market
Unit_509,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,31.1,6.22,0.47,5.5,150,operator_509,Market
Unit_510,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,15.5,3.1,0.396,5.5,162,operator_510,Market
Unit_511,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,75.3,15.06,0.428,1.65,162,operator_511,Market
Unit_512,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,147,29.4,0.391,5.5,364,operator_512,Market
Unit_513,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,266,53.2,0.393,5.5,364,operator_513,Market
Unit_514,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,108.2,21.64,0.562,5.5,162,operator_514,Market
Unit_515,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,452.9,90.58,0.612,5.5,364,operator_515,Market
Unit_516,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,92,18.4,0.38,5.5,465,operator_516,Market
Unit_517,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,1.2,0.24,0.474,5.5,325,operator_517,Market
Unit_518,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Lignite,0.4,8.8,1.76,0.389,1.65,325,operator_518,Market
Unit_519,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,7.2,1.44,0.346,5.5,351,operator_519,Market
Unit_520,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,7.8,1.56,0.346,5.5,351,operator_520,Market
Unit_521,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,10,2,0.346,5.5,351,operator_521,Market
Unit_522,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,14,2.8,0.436,5.5,88,operator_522,Market
Unit_523,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,25.7,5.14,0.346,5.5,88,operator_523,Market
Unit_524,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,17.1,3.42,0.414,1.3,185,operator_524,Market
Unit_525,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,7.2,1.44,0.351,1.3,185,operator_525,Market
Unit_526,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,15.2,3.04,0.351,1.3,185,operator_526,Market
Unit_527,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,32.2,6.44,0.354,5.5,185,operator_527,Market
Unit_528,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,29,5.8,0.349,5.5,185,operator_528,Market
Unit_529,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,6.5,1.3,0.349,1.3,185,operator_529,Market
Unit_530,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,8.2,1.64,0.351,1.3,185,operator_530,Market
Unit_531,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,13.3,2.66,0.349,5.5,185,operator_531,Market
Unit_532,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,0.9,0.18,0.33,0,185,operator_532,Market
Unit_533,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,0.9,0.18,0.33,0,185,operator_533,Market
Unit_534,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,8,1.6,0.33,0,185,operator_534,Market
Unit_535,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,9.2,1.84,0.33,0,185,operator_535,Market
Unit_536,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,1.9,0.38,0.33,0,185,operator_536,Market
Unit_537,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.2,0.84,0.46,5.5,463,operator_537,Market
Unit_538,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.2,0.84,0.46,5.5,463,operator_538,Market
Unit_539,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.2,0.84,0.46,5.5,463,operator_539,Market
Unit_540,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9,1.8,0.545,5.5,301,operator_540,Market
Unit_541,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,7,1.4,0.545,5.5,301,operator_541,Market
Unit_542,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,8.9,1.78,0.364,5.5,386,operator_542,Market
Unit_543,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,4.1,0.82,0.346,1.3,386,operator_543,Market
Unit_544,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,431,86.2,0.431,5.5,4,operator_544,Market
Unit_545,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,1.4,0.28,0.455,5.5,325,operator_545,Market
Unit_546,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,1.4,0.28,0.455,5.5,325,operator_546,Market
Unit_547,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,2.6,0.52,0.462,5.5,325,operator_547,Market
Unit_548,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.467,5.5,325,operator_548,Market
Unit_549,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.467,5.5,325,operator_549,Market
Unit_550,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.467,5.5,325,operator_550,Market
Unit_551,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.467,5.5,325,operator_551,Market
Unit_552,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,2,0.4,0.462,5.5,68,operator_552,Market
Unit_553,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,2,0.4,0.462,5.5,68,operator_553,Market
Unit_554,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.5,0.9,0.415,5.5,68,operator_554,Market
Unit_555,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.5,0.9,0.415,5.5,68,operator_555,Market
Unit_556,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,15.7,3.14,0.33,0,325,operator_556,Market
Unit_557,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,3.1,0.62,0.455,5.5,325,operator_557,Market
Unit_558,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,3.4,0.68,0.464,5.5,325,operator_558,Market
Unit_559,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,25.2,5.04,0.409,5.5,325,operator_559,Market
Unit_560,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,25.6,5.12,0.409,5.5,325,operator_560,Market
Unit_561,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,63.5,12.7,0.528,5.5,325,operator_561,Market
Unit_562,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,64.6,12.92,0.587,5.5,325,operator_562,Market
Unit_563,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,67.5,13.5,0.434,5.5,237,operator_563,Market
Unit_564,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,67.5,13.5,0.434,5.5,237,operator_564,Market
Unit_565,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.1,1.02,0.351,5.5,386,operator_565,Market
Unit_566,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.1,1.02,0.368,5.5,386,operator_566,Market
Unit_567,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,37,7.4,0.366,5.5,418,operator_567,Market
Unit_568,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,37,7.4,0.366,5.5,418,operator_568,Market
Unit_569,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,38.4,7.68,0.375,5.5,418,operator_569,Market
Unit_570,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,55.4,11.08,0.434,5.5,418,operator_570,Market
Unit_571,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,16.2,3.24,0.33,0,418,operator_571,Market
Unit_572,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,16.2,3.24,0.33,0,418,operator_572,Market
Unit_573,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,37,7.4,0.366,5.5,418,operator_573,Market
Unit_574,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,29.3,5.86,0.382,5.5,418,operator_574,Market
Unit_575,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,33.4,6.68,0.382,5.5,418,operator_575,Market
Unit_576,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,29.8,5.96,0.382,5.5,418,operator_576,Market
Unit_577,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,18.7,3.74,0.33,0,364,operator_577,Market
Unit_578,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,8.2,1.64,0.364,1.3,364,operator_578,Market
Unit_579,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,19.2,3.84,0.331,1.3,364,operator_579,Market
Unit_580,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,17.2,3.44,0.338,1.3,364,operator_580,Market
Unit_581,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,27.5,5.5,0.354,5.5,364,operator_581,Market
Unit_582,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,12.7,2.54,0.406,1.3,364,operator_582,Market
Unit_583,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,12.7,2.54,0.41,1.3,364,operator_583,Market
Unit_584,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,5.5,1.1,0.428,1.3,364,operator_584,Market
Unit_585,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,25,5,0.334,5.5,364,operator_585,Market
Unit_586,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,22.4,4.48,0.371,5.5,92,operator_586,Market
Unit_587,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,22.7,4.54,0.371,5.5,92,operator_587,Market
Unit_588,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,10.9,2.18,0.381,5.5,92,operator_588,Market
Unit_589,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,10.1,2.02,0.381,5.5,92,operator_589,Market
Unit_590,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,359,71.8,0.357,5.5,92,operator_590,Market
Unit_591,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,58,11.6,0.591,5.5,92,operator_591,Market
Unit_592,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,58,11.6,0.591,5.5,92,operator_592,Market
Unit_593,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,359,71.8,0.44,5.5,92,operator_593,Market
Unit_594,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,58,11.6,0.407,5.5,92,operator_594,Market
Unit_595,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,58,11.6,0.407,5.5,92,operator_595,Market
Unit_596,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,340,68,0.396,5.5,92,operator_596,Market
Unit_597,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,293.5,58.7,0.587,5.5,92,operator_597,Market
Unit_598,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,293.5,58.7,0.587,5.5,92,operator_598,Market
Unit_599,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,38.2,7.64,0.412,5.5,18,operator_599,Market
Unit_600,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.453,5.5,215,operator_600,Market
Unit_601,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,89.5,17.9,0.566,5.5,215,operator_601,Market
Unit_602,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,204,40.8,0.566,5.5,215,operator_602,Market
Unit_603,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,204,40.8,0.566,5.5,215,operator_603,Market
Unit_604,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,71.5,14.3,0.532,5.5,215,operator_604,Market
Unit_605,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,173,34.6,0.532,5.5,215,operator_605,Market
Unit_606,Combined cycle,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,165.5,33.1,0.532,5.5,215,operator_606,Market
Unit_607,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,4.9,0.98,0.425,5.5,215,operator_607,Market
Unit_608,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Oil,0.25,4.9,0.98,0.425,5.5,215,operator_608,Market
Unit_609,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,12,2.4,0.33,0,215,operator_609,Market
Unit_610,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,3.2,0.64,0.452,5.5,215,operator_610,Market
Unit_611,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,12.1,2.42,0.33,0,215,operator_611,Market
Unit_612,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,9.1,1.82,0.33,0,215,operator_612,Market
Unit_613,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,5.5,1.1,0.33,0,215,operator_613,Market
Unit_614,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.4,0.88,0.368,5.5,215,operator_614,Market
Unit_615,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Hard coal,0.3,746,149.2,0.458,1.3,248,operator_615,Market
Unit_616,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,27.2,5.44,0.33,0,357,operator_616,Market
Unit_617,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,29.2,5.84,0.33,0,325,operator_617,Market
Unit_618,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,33.6,6.72,0.33,0,325,operator_618,Market
Unit_619,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,15,3,0.33,0,359,operator_619,Market
Unit_620,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,5,1,0.33,0,359,operator_620,Market
Unit_621,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_621,Market
Unit_622,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_622,Market
Unit_623,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_623,Market
Unit_624,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_624,Market
Unit_625,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_625,Market
Unit_626,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_626,Market
Unit_627,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_627,Market
Unit_628,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_628,Market
Unit_629,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_629,Market
Unit_630,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,9.9,1.98,0.47,5.5,359,operator_630,Market
Unit_631,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,90,18,0.324,5.5,359,operator_631,Market
Unit_632,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,139.7,27.94,0.386,5.5,359,operator_632,Market
Unit_633,Gas turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,291.3,58.26,0.383,5.5,359,operator_633,Market
Unit_634,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,6.7,1.34,0.367,5.5,70,operator_634,Market
Unit_635,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,5.6,1.12,0.399,5.5,70,operator_635,Market
Unit_636,Steam turbine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Waste,0,11.1,2.22,0.33,0,215,operator_636,Market
Unit_637,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.357,5.5,229,operator_637,Market
Unit_638,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,1.5,0.3,0.357,5.5,229,operator_638,Market
Unit_639,Combustion Engine,naive_eom,naive_redispatch,naive_eom,flexable_eom_block,Natural gas,0.2,4.3,0.86,0.357,5.5,229,operator_639,Market
