,fuel_price_natural gas,availability_Unit 4,availability_Unit 3,fuel_price_co2,fuel_price_oil,residual_load_EOM,fuel_price_lignite,availability_Unit 2,availability_Unit 1,fuel_price_uranium,price_EOM,fuel_price_biomass,demand_EOM,fuel_price_hard coal
2019-01-08 20:00:00,25.0,1.0,1.0,25.0,40.0,3479.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3479.45,10.0
2019-01-08 21:00:00,25.0,1.0,1.0,25.0,40.0,3301.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3301.55,10.0
2019-01-08 22:00:00,25.0,1.0,1.0,25.0,40.0,3147.05,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3147.05,10.0
2019-01-08 23:00:00,25.0,1.0,1.0,25.0,40.0,2963.15,2.0,1.0,1.0,1.0,45.05,20.0,2963.15,10.0
2019-01-09 00:00:00,25.0,1.0,1.0,25.0,40.0,2777.55,2.0,1.0,1.0,1.0,45.05,20.0,2777.55,10.0
2019-01-09 01:00:00,25.0,1.0,1.0,25.0,40.0,2685.7,2.0,1.0,1.0,1.0,45.05,20.0,2685.7,10.0
2019-01-09 02:00:00,25.0,1.0,1.0,25.0,40.0,2638.6,2.0,1.0,1.0,1.0,45.05,20.0,2638.6,10.0
2019-01-09 03:00:00,25.0,1.0,1.0,25.0,40.0,2661.5,2.0,1.0,1.0,1.0,45.05,20.0,2661.5,10.0
2019-01-09 04:00:00,25.0,1.0,1.0,25.0,40.0,2738.35,2.0,1.0,1.0,1.0,45.05,20.0,2738.35,10.0
2019-01-09 05:00:00,25.0,1.0,1.0,25.0,40.0,2890.0,2.0,1.0,1.0,1.0,45.05,20.0,2890.0,10.0
2019-01-09 06:00:00,25.0,1.0,1.0,25.0,40.0,3246.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3246.9,10.0
2019-01-09 07:00:00,25.0,1.0,1.0,25.0,40.0,3569.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3569.55,10.0
2019-01-09 08:00:00,25.0,1.0,1.0,25.0,40.0,3703.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3703.15,10.0
2019-01-09 09:00:00,25.0,1.0,1.0,25.0,40.0,3730.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3730.45,10.0
2019-01-09 10:00:00,25.0,1.0,1.0,25.0,40.0,3772.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3772.75,10.0
2019-01-09 11:00:00,25.0,1.0,1.0,25.0,40.0,3816.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3816.55,10.0
2019-01-09 12:00:00,25.0,1.0,1.0,25.0,40.0,3792.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3792.45,10.0
2019-01-09 13:00:00,25.0,1.0,1.0,25.0,40.0,3776.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3776.8,10.0
2019-01-09 14:00:00,25.0,1.0,1.0,25.0,40.0,3742.7,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3742.7,10.0
2019-01-09 15:00:00,25.0,1.0,1.0,25.0,40.0,3707.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3707.4,10.0
2019-01-09 16:00:00,25.0,1.0,1.0,25.0,40.0,3728.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3728.8,10.0
2019-01-09 17:00:00,25.0,1.0,1.0,25.0,40.0,3845.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3845.15,10.0
2019-01-09 18:00:00,25.0,1.0,1.0,25.0,40.0,3804.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3804.35,10.0
2019-01-09 19:00:00,25.0,1.0,1.0,25.0,40.0,3714.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3714.85,10.0
2019-01-09 20:00:00,25.0,1.0,1.0,25.0,40.0,3503.05,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3503.05,10.0
2019-01-09 21:00:00,25.0,1.0,1.0,25.0,40.0,3325.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3325.15,10.0
2019-01-09 22:00:00,25.0,1.0,1.0,25.0,40.0,3174.7,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3174.7,10.0
2019-01-09 23:00:00,25.0,1.0,1.0,25.0,40.0,2947.75,2.0,1.0,1.0,1.0,45.05,20.0,2947.75,10.0
2019-01-10 00:00:00,25.0,1.0,1.0,25.0,40.0,2816.15,2.0,1.0,1.0,1.0,45.05,20.0,2816.15,10.0
2019-01-10 01:00:00,25.0,1.0,1.0,25.0,40.0,2697.95,2.0,1.0,1.0,1.0,45.05,20.0,2697.95,10.0
2019-01-10 02:00:00,25.0,1.0,1.0,25.0,40.0,2649.9,2.0,1.0,1.0,1.0,45.05,20.0,2649.9,10.0
2019-01-10 03:00:00,25.0,1.0,1.0,25.0,40.0,2657.15,2.0,1.0,1.0,1.0,45.05,20.0,2657.15,10.0
2019-01-10 04:00:00,25.0,1.0,1.0,25.0,40.0,2692.25,2.0,1.0,1.0,1.0,45.05,20.0,2692.25,10.0
2019-01-10 05:00:00,25.0,1.0,1.0,25.0,40.0,2830.65,2.0,1.0,1.0,1.0,45.05,20.0,2830.65,10.0
2019-01-10 06:00:00,25.0,1.0,1.0,25.0,40.0,3177.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3177.8,10.0
2019-01-10 07:00:00,25.0,1.0,1.0,25.0,40.0,3467.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3467.45,10.0
2019-01-10 08:00:00,25.0,1.0,1.0,25.0,40.0,3590.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3590.6,10.0
2019-01-10 09:00:00,25.0,1.0,1.0,25.0,40.0,3593.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3593.15,10.0
2019-01-10 10:00:00,25.0,1.0,1.0,25.0,40.0,3636.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3636.4,10.0
2019-01-10 11:00:00,25.0,1.0,1.0,25.0,40.0,3665.65,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3665.65,10.0
2019-01-10 12:00:00,25.0,1.0,1.0,25.0,40.0,3652.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3652.6,10.0
2019-01-10 13:00:00,25.0,1.0,1.0,25.0,40.0,3625.95,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3625.95,10.0
2019-01-10 14:00:00,25.0,1.0,1.0,25.0,40.0,3573.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3573.15,10.0
2019-01-10 15:00:00,25.0,1.0,1.0,25.0,40.0,3550.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3550.55,10.0
2019-01-10 16:00:00,25.0,1.0,1.0,25.0,40.0,3570.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3570.75,10.0
2019-01-10 17:00:00,25.0,1.0,1.0,25.0,40.0,3688.05,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3688.05,10.0
2019-01-10 18:00:00,25.0,1.0,1.0,25.0,40.0,3654.5,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3654.5,10.0
2019-01-10 19:00:00,25.0,1.0,1.0,25.0,40.0,3570.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3570.0,10.0
2019-01-10 20:00:00,25.0,1.0,1.0,25.0,40.0,3393.3,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3393.3,10.0
2019-01-10 21:00:00,25.0,1.0,1.0,25.0,40.0,3210.3,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3210.3,10.0
2019-01-10 22:00:00,25.0,1.0,1.0,25.0,40.0,3107.25,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3107.25,10.0
2019-01-10 23:00:00,25.0,1.0,1.0,25.0,40.0,2918.55,2.0,1.0,1.0,1.0,45.05,20.0,2918.55,10.0
2019-01-11 00:00:00,25.0,1.0,1.0,25.0,40.0,2809.6000000000004,2.0,1.0,1.0,1.0,45.05,20.0,2809.6000000000004,10.0
2019-01-11 01:00:00,25.0,1.0,1.0,25.0,40.0,2705.1,2.0,1.0,1.0,1.0,45.05,20.0,2705.1,10.0
2019-01-11 02:00:00,25.0,1.0,1.0,25.0,40.0,2679.4,2.0,1.0,1.0,1.0,45.05,20.0,2679.4,10.0
2019-01-11 03:00:00,25.0,1.0,1.0,25.0,40.0,2702.0,2.0,1.0,1.0,1.0,45.05,20.0,2702.0,10.0
2019-01-11 04:00:00,25.0,1.0,1.0,25.0,40.0,2770.4,2.0,1.0,1.0,1.0,45.05,20.0,2770.4,10.0
2019-01-11 05:00:00,25.0,1.0,1.0,25.0,40.0,2914.55,2.0,1.0,1.0,1.0,45.05,20.0,2914.55,10.0
2019-01-11 06:00:00,25.0,1.0,1.0,25.0,40.0,3293.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3293.9,10.0
2019-01-11 07:00:00,25.0,1.0,1.0,25.0,40.0,3599.05,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3599.05,10.0
2019-01-11 08:00:00,25.0,1.0,1.0,25.0,40.0,3736.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3736.35,10.0
2019-01-11 09:00:00,25.0,1.0,1.0,25.0,40.0,3759.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3759.75,10.0
2019-01-11 10:00:00,25.0,1.0,1.0,25.0,40.0,3792.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3792.85,10.0
2019-01-11 11:00:00,25.0,1.0,1.0,25.0,40.0,3831.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3831.55,10.0
2019-01-11 12:00:00,25.0,1.0,1.0,25.0,40.0,3803.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3803.0,10.0
2019-01-11 13:00:00,25.0,1.0,1.0,25.0,40.0,3736.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3736.6,10.0
2019-01-11 14:00:00,25.0,1.0,1.0,25.0,40.0,3648.95,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3648.95,10.0
2019-01-11 15:00:00,25.0,1.0,1.0,25.0,40.0,3600.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3600.85,10.0
2019-01-11 16:00:00,25.0,1.0,1.0,25.0,40.0,3618.25,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3618.25,10.0
2019-01-11 17:00:00,25.0,1.0,1.0,25.0,40.0,3718.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3718.0,10.0
2019-01-11 18:00:00,25.0,1.0,1.0,25.0,40.0,3661.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3661.0,10.0
2019-01-11 19:00:00,25.0,1.0,1.0,25.0,40.0,3571.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3571.75,10.0
2019-01-11 20:00:00,25.0,1.0,1.0,25.0,40.0,3353.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3353.9,10.0
2019-01-11 21:00:00,25.0,1.0,1.0,25.0,40.0,3170.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3170.4,10.0
2019-01-11 22:00:00,25.0,1.0,1.0,25.0,40.0,3049.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3049.85,10.0
2019-01-11 23:00:00,25.0,1.0,1.0,25.0,40.0,2862.8,2.0,1.0,1.0,1.0,45.05,20.0,2862.8,10.0
2019-01-12 00:00:00,25.0,1.0,1.0,25.0,40.0,2657.1,2.0,1.0,1.0,1.0,45.05,20.0,2657.1,10.0
2019-01-12 01:00:00,25.0,1.0,1.0,25.0,40.0,2533.2,2.0,1.0,1.0,1.0,45.05,20.0,2533.2,10.0
2019-01-12 02:00:00,25.0,1.0,1.0,25.0,40.0,2446.6,2.0,1.0,1.0,1.0,45.05,20.0,2446.6,10.0
2019-01-12 03:00:00,25.0,1.0,1.0,25.0,40.0,2411.35,2.0,1.0,1.0,1.0,45.05,20.0,2411.35,10.0
2019-01-12 04:00:00,25.0,1.0,1.0,25.0,40.0,2429.65,2.0,1.0,1.0,1.0,45.05,20.0,2429.65,10.0
2019-01-12 05:00:00,25.0,1.0,1.0,25.0,40.0,2448.15,2.0,1.0,1.0,1.0,45.05,20.0,2448.15,10.0
2019-01-12 06:00:00,25.0,1.0,1.0,25.0,40.0,2522.15,2.0,1.0,1.0,1.0,45.05,20.0,2522.15,10.0
2019-01-12 07:00:00,25.0,1.0,1.0,25.0,40.0,2680.95,2.0,1.0,1.0,1.0,45.05,20.0,2680.95,10.0
2019-01-12 08:00:00,25.0,1.0,1.0,25.0,40.0,2858.05,2.0,1.0,1.0,1.0,45.05,20.0,2858.05,10.0
2019-01-12 09:00:00,25.0,1.0,1.0,25.0,40.0,3033.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3033.45,10.0
2019-01-12 10:00:00,25.0,1.0,1.0,25.0,40.0,3158.5,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3158.5,10.0
2019-01-12 11:00:00,25.0,1.0,1.0,25.0,40.0,3229.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3229.15,10.0
2019-01-12 12:00:00,25.0,1.0,1.0,25.0,40.0,3208.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3208.6,10.0
2019-01-12 13:00:00,25.0,1.0,1.0,25.0,40.0,3128.2,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3128.2,10.0
2019-01-12 14:00:00,25.0,1.0,1.0,25.0,40.0,3074.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3074.55,10.0
2019-01-12 15:00:00,25.0,1.0,1.0,25.0,40.0,3049.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3049.8,10.0
2019-01-12 16:00:00,25.0,1.0,1.0,25.0,40.0,3102.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3102.55,10.0
2019-01-12 17:00:00,25.0,1.0,1.0,25.0,40.0,3228.65,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3228.65,10.0
2019-01-12 18:00:00,25.0,1.0,1.0,25.0,40.0,3214.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3214.4,10.0
2019-01-12 19:00:00,25.0,1.0,1.0,25.0,40.0,3109.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3109.9,10.0
2019-01-12 20:00:00,25.0,1.0,1.0,25.0,40.0,2941.1000000000004,2.0,1.0,1.0,1.0,45.05,20.0,2941.1000000000004,10.0
2019-01-12 21:00:00,25.0,1.0,1.0,25.0,40.0,2798.75,2.0,1.0,1.0,1.0,45.05,20.0,2798.75,10.0
2019-01-12 22:00:00,25.0,1.0,1.0,25.0,40.0,2737.7,2.0,1.0,1.0,1.0,45.05,20.0,2737.7,10.0
2019-01-12 23:00:00,25.0,1.0,1.0,25.0,40.0,2606.9,2.0,1.0,1.0,1.0,45.05,20.0,2606.9,10.0
2019-01-13 00:00:00,25.0,1.0,1.0,25.0,40.0,2431.55,2.0,1.0,1.0,1.0,45.05,20.0,2431.55,10.0
2019-01-13 01:00:00,25.0,1.0,1.0,25.0,40.0,2323.05,2.0,1.0,1.0,1.0,45.05,20.0,2323.05,10.0
2019-01-13 02:00:00,25.0,1.0,1.0,25.0,40.0,2257.5,2.0,1.0,1.0,1.0,45.05,20.0,2257.5,10.0
2019-01-13 03:00:00,25.0,1.0,1.0,25.0,40.0,2218.85,2.0,1.0,1.0,1.0,45.05,20.0,2218.85,10.0
2019-01-13 04:00:00,25.0,1.0,1.0,25.0,40.0,2211.95,2.0,1.0,1.0,1.0,45.05,20.0,2211.95,10.0
2019-01-13 05:00:00,25.0,1.0,1.0,25.0,40.0,2195.75,2.0,1.0,1.0,1.0,45.05,20.0,2195.75,10.0
2019-01-13 06:00:00,25.0,1.0,1.0,25.0,40.0,2170.25,2.0,1.0,1.0,1.0,45.05,20.0,2170.25,10.0
2019-01-13 07:00:00,25.0,1.0,1.0,25.0,40.0,2276.3,2.0,1.0,1.0,1.0,45.05,20.0,2276.3,10.0
2019-01-13 08:00:00,25.0,1.0,1.0,25.0,40.0,2461.55,2.0,1.0,1.0,1.0,45.05,20.0,2461.55,10.0
2019-01-13 09:00:00,25.0,1.0,1.0,25.0,40.0,2670.55,2.0,1.0,1.0,1.0,45.05,20.0,2670.55,10.0
2019-01-13 10:00:00,25.0,1.0,1.0,25.0,40.0,2829.45,2.0,1.0,1.0,1.0,45.05,20.0,2829.45,10.0
2019-01-13 11:00:00,25.0,1.0,1.0,25.0,40.0,2985.7,2.0,1.0,1.0,1.0,45.05,20.0,2985.7,10.0
2019-01-13 12:00:00,25.0,1.0,1.0,25.0,40.0,2992.1,2.0,1.0,1.0,1.0,45.05,20.0,2992.1,10.0
2019-01-13 13:00:00,25.0,1.0,1.0,25.0,40.0,2940.1,2.0,1.0,1.0,1.0,45.05,20.0,2940.1,10.0
2019-01-13 14:00:00,25.0,1.0,1.0,25.0,40.0,2895.55,2.0,1.0,1.0,1.0,45.05,20.0,2895.55,10.0
2019-01-13 15:00:00,25.0,1.0,1.0,25.0,40.0,2874.55,2.0,1.0,1.0,1.0,45.05,20.0,2874.55,10.0
2019-01-13 16:00:00,25.0,1.0,1.0,25.0,40.0,2922.4,2.0,1.0,1.0,1.0,45.05,20.0,2922.4,10.0
2019-01-13 17:00:00,25.0,1.0,1.0,25.0,40.0,3061.95,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3061.95,10.0
2019-01-13 18:00:00,25.0,1.0,1.0,25.0,40.0,3105.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3105.45,10.0
2019-01-13 19:00:00,25.0,1.0,1.0,25.0,40.0,3032.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3032.35,10.0
2019-01-13 20:00:00,25.0,1.0,1.0,25.0,40.0,2892.75,2.0,1.0,1.0,1.0,45.05,20.0,2892.75,10.0
2019-01-13 21:00:00,25.0,1.0,1.0,25.0,40.0,2819.0,2.0,1.0,1.0,1.0,45.05,20.0,2819.0,10.0
2019-01-13 22:00:00,25.0,1.0,1.0,25.0,40.0,2803.7,2.0,1.0,1.0,1.0,45.05,20.0,2803.7,10.0
2019-01-13 23:00:00,25.0,1.0,1.0,25.0,40.0,2673.3,2.0,1.0,1.0,1.0,45.05,20.0,2673.3,10.0
2019-01-14 00:00:00,25.0,1.0,1.0,25.0,40.0,2542.55,2.0,1.0,1.0,1.0,45.05,20.0,2542.55,10.0
2019-01-14 01:00:00,25.0,1.0,1.0,25.0,40.0,2435.3500000000004,2.0,1.0,1.0,1.0,45.05,20.0,2435.3500000000004,10.0
2019-01-14 02:00:00,25.0,1.0,1.0,25.0,40.0,2402.75,2.0,1.0,1.0,1.0,45.05,20.0,2402.75,10.0
2019-01-14 03:00:00,25.0,1.0,1.0,25.0,40.0,2429.2,2.0,1.0,1.0,1.0,45.05,20.0,2429.2,10.0
2019-01-14 04:00:00,25.0,1.0,1.0,25.0,40.0,2514.75,2.0,1.0,1.0,1.0,45.05,20.0,2514.75,10.0
2019-01-14 05:00:00,25.0,1.0,1.0,25.0,40.0,2734.55,2.0,1.0,1.0,1.0,45.05,20.0,2734.55,10.0
2019-01-14 06:00:00,25.0,1.0,1.0,25.0,40.0,3157.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3157.15,10.0
2019-01-14 07:00:00,25.0,1.0,1.0,25.0,40.0,3498.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3498.55,10.0
2019-01-14 08:00:00,25.0,1.0,1.0,25.0,40.0,3627.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3627.4,10.0
2019-01-14 09:00:00,25.0,1.0,1.0,25.0,40.0,3634.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3634.6,10.0
2019-01-14 10:00:00,25.0,1.0,1.0,25.0,40.0,3651.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3651.8,10.0
2019-01-14 11:00:00,25.0,1.0,1.0,25.0,40.0,3692.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3692.35,10.0
2019-01-14 12:00:00,25.0,1.0,1.0,25.0,40.0,3683.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3683.0,10.0
2019-01-14 13:00:00,25.0,1.0,1.0,25.0,40.0,3682.7,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3682.7,10.0
2019-01-14 14:00:00,25.0,1.0,1.0,25.0,40.0,3651.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3651.45,10.0
2019-01-14 15:00:00,25.0,1.0,1.0,25.0,40.0,3604.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3604.8,10.0
2019-01-14 16:00:00,25.0,1.0,1.0,25.0,40.0,3582.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3582.85,10.0
2019-01-14 17:00:00,25.0,1.0,1.0,25.0,40.0,3740.6,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3740.6,10.0
2019-01-14 18:00:00,25.0,1.0,1.0,25.0,40.0,3718.95,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3718.95,10.0
2019-01-14 19:00:00,25.0,1.0,1.0,25.0,40.0,3627.7,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3627.7,10.0
2019-01-14 20:00:00,25.0,1.0,1.0,25.0,40.0,3428.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3428.0,10.0
2019-01-14 21:00:00,25.0,1.0,1.0,25.0,40.0,3256.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3256.45,10.0
2019-01-14 22:00:00,25.0,1.0,1.0,25.0,40.0,3104.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3104.75,10.0
2019-01-14 23:00:00,25.0,1.0,1.0,25.0,40.0,2898.65,2.0,1.0,1.0,1.0,45.05,20.0,2898.65,10.0
2019-01-15 00:00:00,25.0,1.0,1.0,25.0,40.0,2764.5,2.0,1.0,1.0,1.0,45.05,20.0,2764.5,10.0
2019-01-15 01:00:00,25.0,1.0,1.0,25.0,40.0,2677.45,2.0,1.0,1.0,1.0,45.05,20.0,2677.45,10.0
2019-01-15 02:00:00,25.0,1.0,1.0,25.0,40.0,2648.0,2.0,1.0,1.0,1.0,45.05,20.0,2648.0,10.0
2019-01-15 03:00:00,25.0,1.0,1.0,25.0,40.0,2658.05,2.0,1.0,1.0,1.0,45.05,20.0,2658.05,10.0
2019-01-15 04:00:00,25.0,1.0,1.0,25.0,40.0,2712.55,2.0,1.0,1.0,1.0,45.05,20.0,2712.55,10.0
2019-01-15 05:00:00,25.0,1.0,1.0,25.0,40.0,2885.3,2.0,1.0,1.0,1.0,45.05,20.0,2885.3,10.0
2019-01-15 06:00:00,25.0,1.0,1.0,25.0,40.0,3224.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3224.55,10.0
2019-01-15 07:00:00,25.0,1.0,1.0,25.0,40.0,3553.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3553.8,10.0
2019-01-15 08:00:00,25.0,1.0,1.0,25.0,40.0,3676.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3676.35,10.0
2019-01-15 09:00:00,25.0,1.0,1.0,25.0,40.0,3677.25,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3677.25,10.0
2019-01-15 10:00:00,25.0,1.0,1.0,25.0,40.0,3724.55,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3724.55,10.0
2019-01-15 11:00:00,25.0,1.0,1.0,25.0,40.0,3746.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3746.8,10.0
2019-01-15 12:00:00,25.0,1.0,1.0,25.0,40.0,3715.65,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3715.65,10.0
2019-01-15 13:00:00,25.0,1.0,1.0,25.0,40.0,3708.65,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3708.65,10.0
2019-01-15 14:00:00,25.0,1.0,1.0,25.0,40.0,3689.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3689.45,10.0
2019-01-15 15:00:00,25.0,1.0,1.0,25.0,40.0,3667.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3667.9,10.0
2019-01-15 16:00:00,25.0,1.0,1.0,25.0,40.0,3667.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3667.75,10.0
2019-01-15 17:00:00,25.0,1.0,1.0,25.0,40.0,3769.5,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3769.5,10.0
2019-01-15 18:00:00,25.0,1.0,1.0,25.0,40.0,3737.35,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3737.35,10.0
2019-01-15 19:00:00,25.0,1.0,1.0,25.0,40.0,3652.3,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3652.3,10.0
2019-01-15 20:00:00,25.0,1.0,1.0,25.0,40.0,3463.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3463.9,10.0
2019-01-15 21:00:00,25.0,1.0,1.0,25.0,40.0,3288.4,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3288.4,10.0
2019-01-15 22:00:00,25.0,1.0,1.0,25.0,40.0,3138.75,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3138.75,10.0
2019-01-15 23:00:00,25.0,1.0,1.0,25.0,40.0,2929.25,2.0,1.0,1.0,1.0,45.05,20.0,2929.25,10.0
2019-01-16 00:00:00,25.0,1.0,1.0,25.0,40.0,2758.1,2.0,1.0,1.0,1.0,45.05,20.0,2758.1,10.0
2019-01-16 01:00:00,25.0,1.0,1.0,25.0,40.0,2650.55,2.0,1.0,1.0,1.0,45.05,20.0,2650.55,10.0
2019-01-16 02:00:00,25.0,1.0,1.0,25.0,40.0,2596.6,2.0,1.0,1.0,1.0,45.05,20.0,2596.6,10.0
2019-01-16 03:00:00,25.0,1.0,1.0,25.0,40.0,2604.8500000000004,2.0,1.0,1.0,1.0,45.05,20.0,2604.8500000000004,10.0
2019-01-16 04:00:00,25.0,1.0,1.0,25.0,40.0,2680.2,2.0,1.0,1.0,1.0,45.05,20.0,2680.2,10.0
2019-01-16 05:00:00,25.0,1.0,1.0,25.0,40.0,2839.9,2.0,1.0,1.0,1.0,45.05,20.0,2839.9,10.0
2019-01-16 06:00:00,25.0,1.0,1.0,25.0,40.0,3240.25,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3240.25,10.0
2019-01-16 07:00:00,25.0,1.0,1.0,25.0,40.0,3586.95,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3586.95,10.0
2019-01-16 08:00:00,25.0,1.0,1.0,25.0,40.0,3694.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3694.8,10.0
2019-01-16 09:00:00,25.0,1.0,1.0,25.0,40.0,3700.25,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3700.25,10.0
2019-01-16 10:00:00,25.0,1.0,1.0,25.0,40.0,3742.0,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3742.0,10.0
2019-01-16 11:00:00,25.0,1.0,1.0,25.0,40.0,3774.15,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3774.15,10.0
2019-01-16 12:00:00,25.0,1.0,1.0,25.0,40.0,3745.85,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3745.85,10.0
2019-01-16 13:00:00,25.0,1.0,1.0,25.0,40.0,3737.8,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3737.8,10.0
2019-01-16 14:00:00,25.0,1.0,1.0,25.0,40.0,3665.45,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3665.45,10.0
2019-01-16 15:00:00,25.0,1.0,1.0,25.0,40.0,3641.9,2.0,1.0,1.0,1.0,53.50000000000001,20.0,3641.9,10.0
