name,technology,bidding_EOM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_costs,warm_start_costs,cold_start_costs,min_operating_time,min_down_time,node,unit_operator,operating_type,,,,,
Unit_147,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,127,25.4,0.582648997,101.6,101.6,5.5,24.1,34.2,46.7,5,3,23,pp_operator_147,Market,,,,,
Unit_148,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,154,30.8,0.414499459,123.2,123.2,1.3,30.4,47.5,69.3,7,6,23,pp_operator_148,Market,,,,,
Unit_149,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,407,81.4,0.574237337,325.6,325.6,5.5,24.1,34.2,46.7,5,3,174,pp_operator_149,Market,,,,,
Unit_150,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,445,89,0.574237337,356,356,5.5,24.1,34.2,46.7,5,3,174,pp_operator_150,Market,,,,,
Unit_151,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,136,27.2,0.40571886,108.8,108.8,1.3,30.4,47.5,69.3,7,6,78,pp_operator_151,Market,,,,,
Unit_152,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,136,27.2,0.40571886,108.8,108.8,1.3,30.4,47.5,69.3,7,6,78,pp_operator_152,Market,,,,,
Unit_153,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,78,15.6,0.370589761,62.4,62.4,5.5,24.1,34.2,46.7,5,3,78,pp_operator_153,Market,,,,,
Unit_154,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,82,16.4,0.591060656,65.6,65.6,5.5,24.1,34.2,46.7,5,3,78,pp_operator_154,Market,,,,,
Unit_155,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,70,14,0.582648997,56,56,5.5,24.1,34.2,46.7,5,3,78,pp_operator_155,Market,,,,,
Unit_156,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,778,155.6,0.396938261,622.4,622.4,1.3,30.4,47.5,69.3,7,6,161,pp_operator_156,Market,,,,,
Unit_157,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,417,83.4,0.574237337,333.6,333.6,5.5,24.1,34.2,46.7,5,3,157,pp_operator_157,Market,,,,,
Unit_158,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,52.7,10.54,0.402459542,42.16,42.16,5.5,24.1,34.2,46.7,5,3,164,pp_operator_158,Market,,,,,
Unit_159,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,657,131.4,0.637324786,525.6,525.6,5.5,24.1,34.2,46.7,5,3,98,pp_operator_159,Market,,,,,
Unit_160,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,460,92,0.40571886,368,368,1.3,30.4,47.5,69.3,7,6,98,pp_operator_160,Market,,,,,
Unit_161,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,280,56,0.574237337,224,224,5.5,24.1,34.2,46.7,5,3,42,pp_operator_161,Market,,,,,
Unit_162,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,308,61.6,0.574237337,246.4,246.4,5.5,24.1,34.2,46.7,5,3,42,pp_operator_162,Market,,,,,
Unit_163,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,308,61.6,0.574237337,246.4,246.4,5.5,24.1,34.2,46.7,5,3,42,pp_operator_163,Market,,,,,
Unit_164,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,98,19.6,0.386491321,78.4,78.4,1.65,30.4,47.5,69.3,10,7,42,pp_operator_164,Market,,,,,
Unit_165,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,63,12.6,0.386491321,50.4,50.4,1.65,30.4,47.5,69.3,10,7,42,pp_operator_165,Market,,,,,
Unit_166,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,430,86,0.412265628,344,344,5.5,24.1,34.2,46.7,5,3,42,pp_operator_166,Market,,,,,
Unit_167,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,59.8,11.96,0.276195478,47.84,47.84,5.5,24.1,34.2,46.7,5,3,148,pp_operator_167,Market,,,,,
Unit_168,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,517,103.4,0.396938261,413.6,413.6,1.3,30.4,47.5,69.3,7,6,187,pp_operator_168,Market,,,,,
Unit_169,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,834,166.8,0.460597602,667.2,667.2,1.3,30.4,47.5,69.3,7,6,187,pp_operator_169,Market,,,,,
Unit_170,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,83,16.6,0.333816936,66.4,66.4,5.5,24.1,34.2,46.7,5,3,1,pp_operator_170,Market,,,,,
Unit_171,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,75.3,15.06,0.427920298,60.24,60.24,1.65,30.4,47.5,69.3,10,7,93,pp_operator_171,Market,,,,,
Unit_172,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,147,29.4,0.390650532,117.6,117.6,5.5,24.1,34.2,46.7,5,3,93,pp_operator_172,Market,,,,,
Unit_173,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,266,53.2,0.392653455,212.8,212.8,5.5,24.1,34.2,46.7,5,3,93,pp_operator_173,Market,,,,,
Unit_174,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,108.2,21.64,0.561619847,86.56,86.56,5.5,24.1,34.2,46.7,5,3,93,pp_operator_174,Market,,,,,
Unit_175,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,452.9,90.58,0.612089806,362.32,362.32,5.5,24.1,34.2,46.7,5,3,93,pp_operator_175,Market,,,,,
Unit_176,Combined cycle,naive_eom,naive_redispatch,natural gas,0.25,92,18.4,0.38,73.6,73.6,5.5,,,,,,42,pp_operator_176,Market,,,,,
Unit_177,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,431,86.2,0.431239119,344.8,344.8,5.5,24.1,34.2,46.7,5,3,25,pp_operator_177,Market,,,,,
Unit_178,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,63.54,12.708,0.527973207,50.832,50.832,5.5,24.1,34.2,46.7,5,3,34,pp_operator_178,Market,,,,,
Unit_179,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,64.603,12.9206,0.586854826,51.6824,51.6824,5.5,24.1,34.2,46.7,5,3,34,pp_operator_179,Market,,,,,
Unit_180,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,54,54,5.5,24.1,34.2,46.7,5,3,34,pp_operator_180,Market,,,,,
Unit_181,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,67.5,13.5,0.434329323,54,54,5.5,24.1,34.2,46.7,5,3,34,pp_operator_181,Market,,,,,
Unit_182,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,55.4,11.08,0.434329323,44.32,44.32,5.5,24.1,34.2,46.7,5,3,119,pp_operator_182,Market,,,,,
Unit_183,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,359,71.8,0.35685904,287.2,287.2,5.5,24.1,34.2,46.7,5,3,19,pp_operator_183,Market,,,,,
Unit_184,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,58,11.6,0.591060656,46.4,46.4,5.5,24.1,34.2,46.7,5,3,19,pp_operator_184,Market,,,,,
Unit_185,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,58,11.6,0.591060656,46.4,46.4,5.5,24.1,34.2,46.7,5,3,19,pp_operator_185,Market,,,,,
Unit_186,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,359,71.8,0.439650779,287.2,287.2,5.5,24.1,34.2,46.7,5,3,19,pp_operator_186,Market,,,,,
Unit_187,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,58,11.6,0.407362585,46.4,46.4,5.5,24.1,34.2,46.7,5,3,19,pp_operator_187,Market,,,,,
Unit_188,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,58,11.6,0.407362585,46.4,46.4,5.5,24.1,34.2,46.7,5,3,19,pp_operator_188,Market,,,,,
Unit_189,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,340,68,0.396100773,272,272,5.5,24.1,34.2,46.7,5,3,19,pp_operator_189,Market,,,,,
Unit_190,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,234.8,234.8,5.5,24.1,34.2,46.7,5,3,19,pp_operator_190,Market,,,,,
Unit_191,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,293.5,58.7,0.586854826,234.8,234.8,5.5,24.1,34.2,46.7,5,3,19,pp_operator_191,Market,,,,,
Unit_192,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,89.5,17.9,0.565825677,71.6,71.6,5.5,24.1,34.2,46.7,5,3,38,pp_operator_192,Market,,,,,
Unit_193,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,204,40.8,0.565825677,163.2,163.2,5.5,24.1,34.2,46.7,5,3,38,pp_operator_193,Market,,,,,
Unit_194,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,204,40.8,0.565825677,163.2,163.2,5.5,24.1,34.2,46.7,5,3,38,pp_operator_194,Market,,,,,
Unit_195,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,71.5,14.3,0.532179037,57.2,57.2,5.5,24.1,34.2,46.7,5,3,38,pp_operator_195,Market,,,,,
Unit_196,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,173,34.6,0.532179037,138.4,138.4,5.5,24.1,34.2,46.7,5,3,38,pp_operator_196,Market,,,,,
Unit_197,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,165.5,33.1,0.532179037,132.4,132.4,5.5,24.1,34.2,46.7,5,3,38,pp_operator_197,Market,,,,,
Unit_198,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,746,149.2,0.458402452,596.8,596.8,1.3,30.4,47.5,69.3,7,6,11,pp_operator_198,Market,,,,,
Unit_199,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,90,18,0.32401085,72,72,5.5,24.1,34.2,46.7,5,3,54,pp_operator_199,Market,,,,,
Unit_200,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,139.7,27.94,0.386290339,111.76,111.76,5.5,24.1,34.2,46.7,5,3,54,pp_operator_200,Market,,,,,
Unit_201,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,291.3,58.26,0.382847369,233.04,233.04,5.5,24.1,34.2,46.7,5,3,54,pp_operator_201,Market,,,,,
Unit_202,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,255,51,0.440841255,204,204,1.3,30.4,47.5,69.3,7,6,38,pp_operator_202,Market,,,,,
Unit_203,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,435,87,0.414499459,348,348,1.3,30.4,47.5,69.3,7,6,38,pp_operator_203,Market,,,,,
Unit_204,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,843,168.6,0.462792751,674.4,674.4,1.3,30.4,47.5,69.3,7,6,38,pp_operator_204,Market,,,,,
Unit_205,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,61.127,12.2254,0.431239119,48.9016,48.9016,5.5,24.1,34.2,46.7,5,3,125,pp_operator_205,Market,,,,,
Unit_206,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,77.567,15.5134,0.435444949,62.0536,62.0536,5.5,24.1,34.2,46.7,5,3,125,pp_operator_206,Market,,,,,
Unit_207,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,42.8,42.8,5.5,24.1,34.2,46.7,5,3,125,pp_operator_207,Market,,,,,
Unit_208,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,42.8,42.8,5.5,24.1,34.2,46.7,5,3,125,pp_operator_208,Market,,,,,
Unit_209,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53.5,10.7,0.637324786,42.8,42.8,5.5,24.1,34.2,46.7,5,3,125,pp_operator_209,Market,,,,,
Unit_210,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,52.451,10.4902,0.431877802,41.9608,41.9608,5.5,24.1,34.2,46.7,5,3,28,pp_operator_210,Market,,,,,
Unit_211,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,52.768,10.5536,0.431877802,42.2144,42.2144,5.5,24.1,34.2,46.7,5,3,28,pp_operator_211,Market,,,,,
Unit_212,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,78.32,78.32,5.5,24.1,34.2,46.7,5,3,28,pp_operator_212,Market,,,,,
Unit_213,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,97.9,19.58,0.460679928,78.32,78.32,5.5,24.1,34.2,46.7,5,3,28,pp_operator_213,Market,,,,,
Unit_214,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,127.6,25.52,0.561619847,102.08,102.08,5.5,24.1,34.2,46.7,5,3,28,pp_operator_214,Market,,,,,
Unit_215,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,117.04,117.04,5.5,24.1,34.2,46.7,5,3,28,pp_operator_215,Market,,,,,
Unit_216,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,146.3,29.26,0.633118956,117.04,117.04,5.5,24.1,34.2,46.7,5,3,28,pp_operator_216,Market,,,,,
Unit_217,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,891,178.2,0.40260259,712.8,712.8,1.65,30.4,47.5,69.3,10,7,34,pp_operator_217,Market,,,,,
Unit_218,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,891,178.2,0.4049042,712.8,712.8,1.65,30.4,47.5,69.3,10,7,34,pp_operator_218,Market,,,,,
Unit_219,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53,10.6,0.565825677,42.4,42.4,5.5,24.1,34.2,46.7,5,3,84,pp_operator_219,Market,,,,,
Unit_220,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53,10.6,0.565825677,42.4,42.4,5.5,24.1,34.2,46.7,5,3,84,pp_operator_220,Market,,,,,
Unit_221,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,383,76.6,0.355768992,306.4,306.4,5.5,24.1,34.2,46.7,5,3,84,pp_operator_221,Market,,,,,
Unit_222,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,387,77.4,0.357949088,309.6,309.6,5.5,24.1,34.2,46.7,5,3,84,pp_operator_222,Market,,,,,
Unit_223,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,53,10.6,0.439650779,42.4,42.4,5.5,24.1,34.2,46.7,5,3,84,pp_operator_223,Market,,,,,
Unit_224,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,54,10.8,0.40352371,43.2,43.2,1.3,30.4,47.5,69.3,7,6,100,pp_operator_224,Market,,,,,
Unit_225,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,87,17.4,0.3072,69.6,69.6,5.5,24.1,34.2,46.7,5,3,71,pp_operator_225,Market,,,,,
Unit_226,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,90,18,0.3904,72,72,5.5,24.1,34.2,46.7,5,3,96,pp_operator_226,Market,,,,,
Unit_227,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,78.157,15.6314,0.586854826,62.5256,62.5256,5.5,24.1,34.2,46.7,5,3,95,pp_operator_227,Market,,,,,
Unit_228,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,54,10.8,0.370589761,43.2,43.2,5.5,24.1,34.2,46.7,5,3,77,pp_operator_228,Market,,,,,
Unit_229,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,514,102.8,0.416694608,411.2,411.2,1.3,30.4,47.5,69.3,7,6,132,pp_operator_229,Market,,,,,
Unit_230,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,112.5,22.5,0.540590697,90,90,5.5,24.1,34.2,46.7,5,3,54,pp_operator_230,Market,,,,,
Unit_231,Combustion Engine,naive_eom,naive_redispatch,natural gas,0.2,52.496,10.4992,0.4728,0,0,5.5,24.1,34.2,46.7,5,3,122,pp_operator_231,Market,,,,,
Unit_232,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,53,10.6,0.372119714,42.4,42.4,5.5,24.1,34.2,46.7,5,3,122,pp_operator_232,Market,,,,,
Unit_233,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,450,90,0.393396151,360,360,1.65,30.4,47.5,69.3,10,7,119,pp_operator_233,Market,,,,,
Unit_234,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,110,22,0.39569776,88,88,1.65,30.4,47.5,69.3,10,7,119,pp_operator_234,Market,,,,,
Unit_235,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,450,90,0.39569776,360,360,1.65,30.4,47.5,69.3,10,7,119,pp_operator_235,Market,,,,,
Unit_236,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,51.431,10.2862,0.519561547,41.1448,41.1448,5.5,24.1,34.2,46.7,5,3,83,pp_operator_236,Market,,,,,
Unit_237,Steam turbine,naive_eom,naive_redispatch,natural gas,0.25,106,21.2,0.3828,84.8,84.8,5.5,24.1,34.2,46.7,5,3,103,pp_operator_237,Market,,,,,
Unit_238,Steam turbine,naive_eom,naive_redispatch,natural gas,0.25,106,21.2,0.3828,84.8,84.8,5.5,24.1,34.2,46.7,5,3,103,pp_operator_238,Market,,,,,
Unit_239,Steam turbine,naive_eom,naive_redispatch,natural gas,0.25,59,11.8,0.3971,47.2,47.2,5.5,24.1,34.2,46.7,5,3,103,pp_operator_239,Market,,,,,
Unit_240,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,755,151,0.39799937,604,604,1.65,30.4,47.5,69.3,10,7,31,pp_operator_240,Market,,,,,
Unit_241,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,755,151,0.40030098,604,604,1.65,30.4,47.5,69.3,10,7,31,pp_operator_241,Market,,,,,
Unit_242,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,100,20,0.532179037,80,80,5.5,24.1,34.2,46.7,5,3,175,pp_operator_242,Market,,,,,
Unit_243,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,500,100,0.361173613,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_243,Market,,,,,
Unit_244,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,500,100,0.363475223,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_244,Market,,,,,
Unit_245,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,500,100,0.368078443,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_245,Market,,,,,
Unit_246,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,500,100,0.370380052,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_246,Market,,,,,
Unit_247,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,136,27.2,0.3306,108.8,108.8,5.5,24.1,34.2,46.7,5,3,161,pp_operator_247,Market,,,,,
Unit_248,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,51,10.2,0.3072,40.8,40.8,5.5,24.1,34.2,46.7,5,3,23,pp_operator_248,Market,,,,,
Unit_249,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,137,27.4,0.414499459,109.6,109.6,1.3,30.4,47.5,69.3,7,6,23,pp_operator_249,Market,,,,,
Unit_250,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,116,23.2,0.414499459,92.8,92.8,1.3,30.4,47.5,69.3,7,6,23,pp_operator_250,Market,,,,,
Unit_251,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,98,19.6,0.315,78.4,78.4,5.5,24.1,34.2,46.7,5,3,140,pp_operator_251,Market,,,,,
Unit_252,Steam turbine,naive_eom,naive_redispatch,natural gas,0.25,98,19.6,0.3575,78.4,78.4,5.5,24.1,34.2,46.7,5,3,140,pp_operator_252,Market,,,,,
Unit_253,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,55,11,0.431239119,44,44,5.5,24.1,34.2,46.7,5,3,75,pp_operator_253,Market,,,,,
Unit_254,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,55,11,0.431239119,44,44,5.5,24.1,34.2,46.7,5,3,75,pp_operator_254,Market,,,,,
Unit_255,Steam turbine,naive_eom,naive_redispatch,natural gas,0.2,355,71,0.355768992,284,284,5.5,24.1,34.2,46.7,5,3,75,pp_operator_255,Market,,,,,
Unit_256,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,55,11,0.435444949,44,44,5.5,24.1,34.2,46.7,5,3,75,pp_operator_256,Market,,,,,
Unit_257,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,112,22.4,0.341171501,89.6,89.6,5.5,24.1,34.2,46.7,5,3,75,pp_operator_257,Market,,,,,
Unit_258,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,51.9,10.38,0.370589761,41.52,41.52,5.5,24.1,34.2,46.7,5,3,42,pp_operator_258,Market,,,,,
Unit_259,Steam turbine,naive_eom,naive_redispatch,natural gas,0.25,90,18,0.3432,72,72,5.5,24.1,34.2,46.7,5,3,42,pp_operator_259,Market,,,,,
Unit_260,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,726,145.2,0.462792751,580.8,580.8,1.3,30.4,47.5,69.3,7,6,53,pp_operator_260,Market,,,,,
Unit_261,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,90.51,18.102,0.641530616,72.408,72.408,5.5,24.1,34.2,46.7,5,3,74,pp_operator_261,Market,,,,,
Unit_262,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,99.99,19.998,0.641530616,79.992,79.992,5.5,24.1,34.2,46.7,5,3,74,pp_operator_262,Market,,,,,
Unit_263,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,61,12.2,0.425475207,48.8,48.8,1.3,30.4,47.5,69.3,7,6,74,pp_operator_263,Market,,,,,
Unit_264,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,61,12.2,0.425475207,48.8,48.8,1.3,30.4,47.5,69.3,7,6,74,pp_operator_264,Market,,,,,
Unit_265,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,110.8,110.8,1.3,30.4,47.5,69.3,7,6,74,pp_operator_265,Market,,,,,
Unit_266,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,138.5,27.7,0.396938261,110.8,110.8,1.3,30.4,47.5,69.3,7,6,74,pp_operator_266,Market,,,,,
Unit_267,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,90.784,18.1568,0.574237337,72.6272,72.6272,5.5,24.1,34.2,46.7,5,3,187,pp_operator_267,Market,,,,,
Unit_268,Gas turbine,naive_eom,naive_redispatch,natural gas,0.2,51,10.2,0.392653455,40.8,40.8,5.5,24.1,34.2,46.7,5,3,51,pp_operator_268,Market,,,,,
Unit_269,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,472,94.4,0.396938261,377.6,377.6,1.3,30.4,47.5,69.3,7,6,46,pp_operator_269,Market,,,,,
Unit_270,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,58.172,11.6344,0.377284882,46.5376,46.5376,1.65,30.4,47.5,69.3,10,7,101,pp_operator_270,Market,,,,,
Unit_271,Combined cycle,naive_eom,naive_redispatch,natural gas,0.2,79.7,15.94,0.460679928,63.76,63.76,5.5,24.1,34.2,46.7,5,3,28,pp_operator_271,Market,,,,,
Unit_272,Gas turbine,naive_eom,naive_redispatch,natural gas,0.25,56,11.2,0.3176,44.8,44.8,5.5,24.1,34.2,46.7,5,3,53,pp_operator_272,Market,,,,,
Unit_273,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,350,70,0.361815866,280,280,1.3,30.4,47.5,69.3,7,6,6,pp_operator_273,Market,,,,,
Unit_274,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,92.332,18.4664,0.381888101,73.8656,73.8656,1.65,30.4,47.5,69.3,10,7,101,pp_operator_274,Market,,,,,
Unit_275,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,607,121.4,0.347363954,485.6,485.6,1.65,30.4,47.5,69.3,10,7,3,pp_operator_275,Market,,,,,
Unit_276,Steam turbine,naive_eom,naive_redispatch,lignite,0.4,604,120.8,0.349665564,483.2,483.2,1.65,30.4,47.5,69.3,10,7,3,pp_operator_276,Market,,,,,
Unit_277,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,68.4,13.68,0.392547962,54.72,54.72,1.3,30.4,47.5,69.3,7,6,125,pp_operator_277,Market,,,,,
Unit_278,Steam turbine,naive_eom,naive_redispatch,hard coal,0.3,55.56,11.112,0.366206166,44.448,44.448,1.3,30.4,47.5,69.3,7,6,125,pp_operator_278,Market,,,,,
Unit_279,Combined cycle,naive_eom,,natural gas,0.2,52,10.4,0.431239119,41.6,41.6,5.5,24.1,34.2,46.7,5,3,163,pp_operator_279,Capacity reserve,,,,,
Unit_280,Combined cycle,naive_eom,,natural gas,0.2,56,11.2,0.427033289,41.6,41.6,5.5,24.1,34.2,46.7,5,3,25,pp_operator_280,Capacity reserve,,,,,
Unit_281,Steam turbine,naive_eom,,natural gas,0.2,355,71,0.354678944,284,284,5.5,24.1,34.2,46.7,5,3,75,pp_operator_281,Capacity reserve,,,,,
Unit_282,Steam turbine,naive_eom,,natural gas,0.2,355,71,0.355768992,284,284,5.5,24.1,34.2,46.7,5,3,75,pp_operator_282,Capacity reserve,,,,,
Unit_283,Steam turbine,naive_eom,,lignite,0.4,295,59,0.335855905,236,236,1.65,30.4,47.5,69.3,10,7,3,pp_operator_283,Security reserve,,,,,
Unit_284,Steam turbine,naive_eom,,lignite,0.4,299,59.8,0.338157515,239.2,239.2,1.65,30.4,47.5,69.3,10,7,3,pp_operator_284,Security reserve,,,,,
Unit_285,Steam turbine,naive_eom,,lignite,0.4,292,58.4,0.342760735,233.6,233.6,1.65,30.4,47.5,69.3,10,7,3,pp_operator_285,Security reserve,,,,,
Unit_286,Steam turbine,naive_eom,,lignite,0.4,500,100,0.374983272,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_286,Security reserve,,,,,
Unit_287,Steam turbine,naive_eom,,lignite,0.4,500,100,0.379586492,400,400,1.65,30.4,47.5,69.3,10,7,61,pp_operator_287,Security reserve,,,,,
Unit_288,Steam turbine,naive_eom,,hard coal,0.3,433,86.6,0.396938261,346.4,346.4,1.3,30.4,47.5,69.3,7,6,166,pp_operator_288,Grid reserve,,,,,
Unit_289,Steam turbine,naive_eom,,hard coal,0.3,720,144,0.388157663,576,576,1.3,30.4,47.5,69.3,7,6,75,pp_operator_289,Grid reserve,,,,,
Unit_290,Steam turbine,naive_eom,,hard coal,0.3,726,145.2,0.392547962,580.8,580.8,1.3,30.4,47.5,69.3,7,6,122,pp_operator_290,Grid reserve,,,,,
Unit_291,Steam turbine,naive_eom,,hard coal,0.3,345,69,0.359620717,276,276,1.3,30.4,47.5,69.3,7,6,125,pp_operator_291,Grid reserve,,,,,
Unit_292,Steam turbine,naive_eom,,hard coal,0.3,345,69,0.361815866,276,276,1.3,30.4,47.5,69.3,7,6,125,pp_operator_292,Grid reserve,,,,,
Unit_293,Steam turbine,naive_eom,,natural gas,0.2,580,116,0.360129184,464,464,5.5,24.1,34.2,46.7,5,3,0,pp_operator_293,Grid reserve,,,,,
Unit_294,Steam turbine,naive_eom,,hard coal,0.3,522,104.4,0.412304309,417.6,417.6,1.3,30.4,47.5,69.3,7,6,0,pp_operator_294,Grid reserve,,,,,
Unit_295,Steam turbine,naive_eom,,natural gas,0.25,386,77.2,0.3553,308.8,308.8,5.5,24.1,34.2,46.7,5,3,87,pp_operator_295,Grid reserve,,,,,
