datetime,demand_north,demand_south
2019-01-07 07:45:00,3400.0,3400.0
2019-01-07 08:00:00,3452.0,3452.0
2019-01-07 08:15:00,3455.0,3455.0
2019-01-07 08:30:00,3470.4,3470.4
2019-01-07 08:45:00,3479.2,3479.2
2019-01-07 09:00:00,3471.2,3471.2
2019-01-07 09:15:00,3469.4,3469.4
2019-01-07 09:30:00,3477.4,3477.4
2019-01-07 09:45:00,3494.8,3494.8
2019-01-07 10:00:00,3517.8,3517.8
2019-01-07 10:15:00,3537.8,3537.8
2019-01-07 10:30:00,3555.2,3555.2
2019-01-07 10:45:00,3559.6,3559.6
2019-01-07 11:00:00,3574.2,3574.2
2019-01-07 11:15:00,3590.2,3590.2
2019-01-07 11:30:00,3595.6,3595.6
2019-01-07 11:45:00,3597.2,3597.2
2019-01-07 12:00:00,3586.2,3586.2
2019-01-07 12:15:00,3584.2,3584.2
2019-01-07 12:30:00,3586.2,3586.2
2019-01-07 12:45:00,3586.4,3586.4
2019-01-07 13:00:00,3596.6,3596.6
2019-01-07 13:15:00,3597.6,3597.6
2019-01-07 13:30:00,3590.6,3590.6
2019-01-07 13:45:00,3565.6,3565.6
2019-01-07 14:00:00,3565.4,3565.4
2019-01-07 14:15:00,3570.4,3570.4
2019-01-07 14:30:00,3575.6,3575.6
2019-01-07 14:45:00,3572.4,3572.4
2019-01-07 15:00:00,3591.0,3591.0
2019-01-07 15:15:00,3572.2,3572.2
2019-01-07 15:30:00,3560.0,3560.0
2019-01-07 15:45:00,3565.2,3565.2
2019-01-07 16:00:00,3581.0,3581.0
2019-01-07 16:15:00,3612.0,3612.0
2019-01-07 16:30:00,3634.8,3634.8
2019-01-07 16:45:00,3675.2,3675.2
2019-01-07 17:00:00,3720.6,3720.6
2019-01-07 17:15:00,3733.8,3733.8
2019-01-07 17:30:00,3738.4,3738.4
2019-01-07 17:45:00,3743.2,3743.2
2019-01-07 18:00:00,3722.0,3722.0
2019-01-07 18:15:00,3695.8,3695.8
2019-01-07 18:30:00,3681.8,3681.8
2019-01-07 18:45:00,3666.4,3666.4
2019-01-07 19:00:00,3643.0,3643.0
2019-01-07 19:15:00,3602.2,3602.2
2019-01-07 19:30:00,3577.4,3577.4
2019-01-07 19:45:00,3560.0,3560.0
2019-01-07 20:00:00,3498.6,3498.6
2019-01-07 20:15:00,3446.4,3446.4
2019-01-07 20:30:00,3408.2,3408.2
2019-01-07 20:45:00,3362.4,3362.4
2019-01-07 21:00:00,3336.4,3336.4
2019-01-07 21:15:00,3299.4,3299.4
2019-01-07 21:30:00,3261.8,3261.8
2019-01-07 21:45:00,3208.2,3208.2
2019-01-07 22:00:00,3193.6,3193.6
2019-01-07 22:15:00,3146.4,3146.4
2019-01-07 22:30:00,3092.0,3092.0
2019-01-07 22:45:00,3027.0,3027.0
2019-01-07 23:00:00,2971.6,2971.6
2019-01-07 23:15:00,2938.4,2938.4
2019-01-07 23:30:00,2894.8,2894.8
2019-01-07 23:45:00,2867.6,2867.6
2019-01-08 00:00:00,2771.2,2771.2
2019-01-08 00:15:00,2739.2,2739.2
2019-01-08 00:30:00,2709.0,2709.0
2019-01-08 00:45:00,2686.0,2686.0
2019-01-08 01:00:00,2667.2,2667.2
2019-01-08 01:15:00,2650.8,2650.8
2019-01-08 01:30:00,2630.6,2630.6
2019-01-08 01:45:00,2602.4,2602.4
2019-01-08 02:00:00,2594.8,2594.8
2019-01-08 02:15:00,2594.2,2594.2
2019-01-08 02:30:00,2594.0,2594.0
2019-01-08 02:45:00,2595.0,2595.0
2019-01-08 03:00:00,2609.6,2609.6
2019-01-08 03:15:00,2616.2,2616.2
2019-01-08 03:30:00,2629.0,2629.0
2019-01-08 03:45:00,2640.6,2640.6
2019-01-08 04:00:00,2661.8,2661.8
2019-01-08 04:15:00,2685.8,2685.8
2019-01-08 04:30:00,2722.8,2722.8
2019-01-08 04:45:00,2749.0,2749.0
2019-01-08 05:00:00,2807.4,2807.4
2019-01-08 05:15:00,2837.2,2837.2
2019-01-08 05:30:00,2895.8,2895.8
2019-01-08 05:45:00,2957.2,2957.2
2019-01-08 06:00:00,3103.6,3103.6
2019-01-08 06:15:00,3194.6,3194.6
2019-01-08 06:30:00,3282.0,3282.0
2019-01-08 06:45:00,3365.0,3365.0
2019-01-08 07:00:00,3472.2,3472.2
2019-01-08 07:15:00,3535.4,3535.4
2019-01-08 07:30:00,3579.4,3579.4
2019-01-08 07:45:00,3615.8,3615.8
2019-01-08 08:00:00,3662.8,3662.8
2019-01-08 08:15:00,3680.0,3680.0
2019-01-08 08:30:00,3678.4,3678.4
2019-01-08 08:45:00,3668.2,3668.2
2019-01-08 09:00:00,3662.0,3662.0
2019-01-08 09:15:00,3677.0,3677.0
2019-01-08 09:30:00,3682.2,3682.2
2019-01-08 09:45:00,3689.8,3689.8
2019-01-08 10:00:00,3710.4,3710.4
2019-01-08 10:15:00,3700.0,3700.0
2019-01-08 10:30:00,3712.0,3712.0
2019-01-08 10:45:00,3715.4,3715.4
2019-01-08 11:00:00,3734.0,3734.0
2019-01-08 11:15:00,3740.2,3740.2
2019-01-08 11:30:00,3748.2,3748.2
2019-01-08 11:45:00,3736.0,3736.0
2019-01-08 12:00:00,3738.4,3738.4
2019-01-08 12:15:00,3728.0,3728.0
2019-01-08 12:30:00,3724.2,3724.2
2019-01-08 12:45:00,3720.2,3720.2
2019-01-08 13:00:00,3730.4,3730.4
2019-01-08 13:15:00,3727.4,3727.4
2019-01-08 13:30:00,3712.6,3712.6
2019-01-08 13:45:00,3700.4,3700.4
2019-01-08 14:00:00,3686.4,3686.4
2019-01-08 14:15:00,3684.4,3684.4
2019-01-08 14:30:00,3679.4,3679.4
2019-01-08 14:45:00,3663.4,3663.4
2019-01-08 15:00:00,3667.8,3667.8
2019-01-08 15:15:00,3660.6,3660.6
2019-01-08 15:30:00,3651.0,3651.0
2019-01-08 15:45:00,3652.8,3652.8
2019-01-08 16:00:00,3664.2,3664.2
2019-01-08 16:15:00,3673.4,3673.4
2019-01-08 16:30:00,3706.8,3706.8
2019-01-08 16:45:00,3737.2,3737.2
2019-01-08 17:00:00,3773.4,3773.4
2019-01-08 17:15:00,3787.2,3787.2
2019-01-08 17:30:00,3799.8,3799.8
2019-01-08 17:45:00,3800.2,3800.2
2019-01-08 18:00:00,3772.8,3772.8
2019-01-08 18:15:00,3775.2,3775.2
2019-01-08 18:30:00,3763.4,3763.4
2019-01-08 18:45:00,3742.0,3742.0
2019-01-08 19:00:00,3719.2,3719.2
2019-01-08 19:15:00,3682.8,3682.8
2019-01-08 19:30:00,3664.4,3664.4
2019-01-08 19:45:00,3631.6,3631.6
2019-01-08 20:00:00,3566.8,3566.8
2019-01-08 20:15:00,3501.2,3501.2
2019-01-08 20:30:00,3448.4,3448.4
2019-01-08 20:45:00,3401.4,3401.4
2019-01-08 21:00:00,3362.6,3362.6
2019-01-08 21:15:00,3322.8,3322.8
2019-01-08 21:30:00,3275.8,3275.8
2019-01-08 21:45:00,3245.0,3245.0
2019-01-08 22:00:00,3218.4,3218.4
2019-01-08 22:15:00,3171.2,3171.2
2019-01-08 22:30:00,3124.6,3124.6
2019-01-08 22:45:00,3074.0,3074.0
2019-01-08 23:00:00,3025.8,3025.8
2019-01-08 23:15:00,2979.8,2979.8
2019-01-08 23:30:00,2944.8,2944.8
2019-01-08 23:45:00,2902.2,2902.2
2019-01-09 00:00:00,2835.2,2835.2
2019-01-09 00:15:00,2800.6,2800.6
2019-01-09 00:30:00,2751.2,2751.2
2019-01-09 00:45:00,2723.2,2723.2
2019-01-09 01:00:00,2704.8,2704.8
2019-01-09 01:15:00,2696.6,2696.6
2019-01-09 01:30:00,2684.8,2684.8
2019-01-09 01:45:00,2656.6,2656.6
2019-01-09 02:00:00,2625.6,2625.6
2019-01-09 02:15:00,2641.6,2641.6
2019-01-09 02:30:00,2639.6,2639.6
2019-01-09 02:45:00,2647.6,2647.6
2019-01-09 03:00:00,2650.4,2650.4
2019-01-09 03:15:00,2644.6,2644.6
2019-01-09 03:30:00,2664.6,2664.6
2019-01-09 03:45:00,2686.4,2686.4
2019-01-09 04:00:00,2691.0,2691.0
2019-01-09 04:15:00,2729.6,2729.6
2019-01-09 04:30:00,2767.4,2767.4
2019-01-09 04:45:00,2765.4,2765.4
2019-01-09 05:00:00,2815.8,2815.8
2019-01-09 05:15:00,2851.4,2851.4
2019-01-09 05:30:00,2927.0,2927.0
2019-01-09 05:45:00,2965.8,2965.8
2019-01-09 06:00:00,3086.2,3086.2
2019-01-09 06:15:00,3212.6,3212.6
2019-01-09 06:30:00,3299.6,3299.6
2019-01-09 06:45:00,3389.2,3389.2
2019-01-09 07:00:00,3494.6,3494.6
2019-01-09 07:15:00,3544.8,3544.8
2019-01-09 07:30:00,3593.0,3593.0
2019-01-09 07:45:00,3645.8,3645.8
2019-01-09 08:00:00,3689.8,3689.8
2019-01-09 08:15:00,3712.8,3712.8
2019-01-09 08:30:00,3702.6,3702.6
2019-01-09 08:45:00,3707.4,3707.4
2019-01-09 09:00:00,3703.0,3703.0
2019-01-09 09:15:00,3726.4,3726.4
2019-01-09 09:30:00,3735.6,3735.6
2019-01-09 09:45:00,3756.8,3756.8
2019-01-09 10:00:00,3764.0,3764.0
2019-01-09 10:15:00,3758.8,3758.8
2019-01-09 10:30:00,3774.4,3774.4
2019-01-09 10:45:00,3793.8,3793.8
2019-01-09 11:00:00,3807.4,3807.4
2019-01-09 11:15:00,3811.2,3811.2
2019-01-09 11:30:00,3825.6,3825.6
2019-01-09 11:45:00,3822.0,3822.0
2019-01-09 12:00:00,3798.6,3798.6
2019-01-09 12:15:00,3790.6,3790.6
2019-01-09 12:30:00,3791.6,3791.6
2019-01-09 12:45:00,3789.0,3789.0
2019-01-09 13:00:00,3799.8,3799.8
2019-01-09 13:15:00,3784.6,3784.6
2019-01-09 13:30:00,3771.8,3771.8
2019-01-09 13:45:00,3751.0,3751.0
2019-01-09 14:00:00,3751.6,3751.6
2019-01-09 14:15:00,3756.0,3756.0
2019-01-09 14:30:00,3737.8,3737.8
2019-01-09 14:45:00,3725.4,3725.4
2019-01-09 15:00:00,3730.6,3730.6
2019-01-09 15:15:00,3707.0,3707.0
2019-01-09 15:30:00,3700.4,3700.4
2019-01-09 15:45:00,3691.6,3691.6
2019-01-09 16:00:00,3698.0,3698.0
2019-01-09 16:15:00,3707.8,3707.8
2019-01-09 16:30:00,3732.6,3732.6
2019-01-09 16:45:00,3776.8,3776.8
2019-01-09 17:00:00,3816.6,3816.6
2019-01-09 17:15:00,3848.6,3848.6
2019-01-09 17:30:00,3859.0,3859.0
2019-01-09 17:45:00,3856.4,3856.4
2019-01-09 18:00:00,3824.0,3824.0
2019-01-09 18:15:00,3805.6,3805.6
2019-01-09 18:30:00,3802.8,3802.8
2019-01-09 18:45:00,3785.0,3785.0
2019-01-09 19:00:00,3769.8,3769.8
2019-01-09 19:15:00,3733.8,3733.8
2019-01-09 19:30:00,3697.2,3697.2
2019-01-09 19:45:00,3658.6,3658.6
2019-01-09 20:00:00,3585.2,3585.2
2019-01-09 20:15:00,3518.4,3518.4
2019-01-09 20:30:00,3476.8,3476.8
2019-01-09 20:45:00,3431.8,3431.8
2019-01-09 21:00:00,3392.8,3392.8
2019-01-09 21:15:00,3355.8,3355.8
2019-01-09 21:30:00,3304.4,3304.4
2019-01-09 21:45:00,3247.6,3247.6
2019-01-09 22:00:00,3252.8,3252.8
2019-01-09 22:15:00,3213.4,3213.4
2019-01-09 22:30:00,3151.4,3151.4
2019-01-09 22:45:00,3081.2,3081.2
2019-01-09 23:00:00,3025.8,3025.8
2019-01-09 23:15:00,2969.0,2969.0
2019-01-09 23:30:00,2917.2,2917.2
2019-01-09 23:45:00,2879.0,2879.0
2019-01-10 00:00:00,2857.4,2857.4
2019-01-10 00:15:00,2833.0,2833.0
2019-01-10 00:30:00,2812.0,2812.0
2019-01-10 00:45:00,2762.2,2762.2
2019-01-10 01:00:00,2730.6,2730.6
2019-01-10 01:15:00,2707.6,2707.6
2019-01-10 01:30:00,2685.4,2685.4
2019-01-10 01:45:00,2668.2,2668.2
2019-01-10 02:00:00,2657.0,2657.0
2019-01-10 02:15:00,2648.6,2648.6
2019-01-10 02:30:00,2642.2,2642.2
2019-01-10 02:45:00,2651.8,2651.8
2019-01-10 03:00:00,2660.6,2660.6
2019-01-10 03:15:00,2654.4,2654.4
2019-01-10 03:30:00,2651.4,2651.4
2019-01-10 03:45:00,2662.2,2662.2
2019-01-10 04:00:00,2673.4,2673.4
2019-01-10 04:15:00,2678.6,2678.6
2019-01-10 04:30:00,2695.4,2695.4
2019-01-10 04:45:00,2721.6,2721.6
2019-01-10 05:00:00,2771.2,2771.2
2019-01-10 05:15:00,2794.8,2794.8
2019-01-10 05:30:00,2843.4,2843.4
2019-01-10 05:45:00,2913.2,2913.2
2019-01-10 06:00:00,3045.8,3045.8
2019-01-10 06:15:00,3131.8,3131.8
2019-01-10 06:30:00,3229.4,3229.4
2019-01-10 06:45:00,3304.2,3304.2
2019-01-10 07:00:00,3403.2,3403.2
2019-01-10 07:15:00,3446.6,3446.6
2019-01-10 07:30:00,3490.0,3490.0
2019-01-10 07:45:00,3530.0,3530.0
2019-01-10 08:00:00,3580.4,3580.4
2019-01-10 08:15:00,3598.4,3598.4
2019-01-10 08:30:00,3594.0,3594.0
2019-01-10 08:45:00,3589.6,3589.6
2019-01-10 09:00:00,3574.2,3574.2
2019-01-10 09:15:00,3589.8,3589.8
2019-01-10 09:30:00,3605.4,3605.4
2019-01-10 09:45:00,3603.2,3603.2
2019-01-10 10:00:00,3626.2,3626.2
2019-01-10 10:15:00,3630.4,3630.4
2019-01-10 10:30:00,3638.0,3638.0
2019-01-10 10:45:00,3651.0,3651.0
2019-01-10 11:00:00,3664.6,3664.6
2019-01-10 11:15:00,3664.6,3664.6
2019-01-10 11:30:00,3673.4,3673.4
2019-01-10 11:45:00,3660.0,3660.0
2019-01-10 12:00:00,3661.4,3661.4
2019-01-10 12:15:00,3652.6,3652.6
2019-01-10 12:30:00,3648.8,3648.8
2019-01-10 12:45:00,3647.6,3647.6
2019-01-10 13:00:00,3654.4,3654.4
2019-01-10 13:15:00,3646.2,3646.2
2019-01-10 13:30:00,3616.0,3616.0
2019-01-10 13:45:00,3587.2,3587.2
2019-01-10 14:00:00,3579.0,3579.0
2019-01-10 14:15:00,3578.2,3578.2
2019-01-10 14:30:00,3568.4,3568.4
2019-01-10 14:45:00,3567.0,3567.0
2019-01-10 15:00:00,3568.4,3568.4
2019-01-10 15:15:00,3554.0,3554.0
2019-01-10 15:30:00,3539.8,3539.8
2019-01-10 15:45:00,3540.0,3540.0
2019-01-10 16:00:00,3545.4,3545.4
2019-01-10 16:15:00,3550.0,3550.0
2019-01-10 16:30:00,3573.6,3573.6
2019-01-10 16:45:00,3614.0,3614.0
2019-01-10 17:00:00,3667.0,3667.0
2019-01-10 17:15:00,3686.2,3686.2
2019-01-10 17:30:00,3696.0,3696.0
2019-01-10 17:45:00,3703.0,3703.0
2019-01-10 18:00:00,3677.0,3677.0
2019-01-10 18:15:00,3655.8,3655.8
2019-01-10 18:30:00,3644.0,3644.0
2019-01-10 18:45:00,3641.2,3641.2
2019-01-10 19:00:00,3623.8,3623.8
2019-01-10 19:15:00,3588.6,3588.6
2019-01-10 19:30:00,3547.0,3547.0
2019-01-10 19:45:00,3520.6,3520.6
2019-01-10 20:00:00,3466.0,3466.0
2019-01-10 20:15:00,3418.8,3418.8
2019-01-10 20:30:00,3366.0,3366.0
2019-01-10 20:45:00,3322.4,3322.4
2019-01-10 21:00:00,3277.0,3277.0
2019-01-10 21:15:00,3230.2,3230.2
2019-01-10 21:30:00,3181.0,3181.0
2019-01-10 21:45:00,3153.0,3153.0
2019-01-10 22:00:00,3167.8,3167.8
2019-01-10 22:15:00,3138.0,3138.0
2019-01-10 22:30:00,3078.4,3078.4
2019-01-10 22:45:00,3044.8,3044.8
2019-01-10 23:00:00,2972.4,2972.4
2019-01-10 23:15:00,2926.8,2926.8
2019-01-10 23:30:00,2905.0,2905.0
2019-01-10 23:45:00,2870.0,2870.0
2019-01-11 00:00:00,2856.4,2856.4
2019-01-11 00:15:00,2823.8,2823.8
2019-01-11 00:30:00,2791.8,2791.8
2019-01-11 00:45:00,2766.4,2766.4
2019-01-11 01:00:00,2731.2,2731.2
2019-01-11 01:15:00,2706.6,2706.6
2019-01-11 01:30:00,2697.4,2697.4
2019-01-11 01:45:00,2685.2,2685.2
2019-01-11 02:00:00,2673.4,2673.4
2019-01-11 02:15:00,2675.8,2675.8
2019-01-11 02:30:00,2685.6,2685.6
2019-01-11 02:45:00,2682.8,2682.8
2019-01-11 03:00:00,2690.0,2690.0
2019-01-11 03:15:00,2694.6,2694.6
2019-01-11 03:30:00,2704.2,2704.2
2019-01-11 03:45:00,2719.2,2719.2
2019-01-11 04:00:00,2740.0,2740.0
2019-01-11 04:15:00,2758.0,2758.0
2019-01-11 04:30:00,2780.0,2780.0
2019-01-11 04:45:00,2803.6,2803.6
2019-01-11 05:00:00,2844.4,2844.4
2019-01-11 05:15:00,2873.8,2873.8
2019-01-11 05:30:00,2933.8,2933.8
2019-01-11 05:45:00,3006.2,3006.2
2019-01-11 06:00:00,3141.6,3141.6
2019-01-11 06:15:00,3255.6,3255.6
2019-01-11 06:30:00,3347.8,3347.8
2019-01-11 06:45:00,3430.6,3430.6
2019-01-11 07:00:00,3516.2,3516.2
2019-01-11 07:15:00,3569.6,3569.6
2019-01-11 07:30:00,3628.4,3628.4
2019-01-11 07:45:00,3682.0,3682.0
2019-01-11 08:00:00,3720.4,3720.4
2019-01-11 08:15:00,3730.8,3730.8
2019-01-11 08:30:00,3741.6,3741.6
2019-01-11 08:45:00,3752.6,3752.6
2019-01-11 09:00:00,3742.0,3742.0
2019-01-11 09:15:00,3754.2,3754.2
2019-01-11 09:30:00,3759.2,3759.2
2019-01-11 09:45:00,3783.6,3783.6
2019-01-11 10:00:00,3784.2,3784.2
2019-01-11 10:15:00,3779.2,3779.2
2019-01-11 10:30:00,3806.2,3806.2
2019-01-11 10:45:00,3801.8,3801.8
2019-01-11 11:00:00,3819.0,3819.0
2019-01-11 11:15:00,3833.4,3833.4
2019-01-11 11:30:00,3836.4,3836.4
2019-01-11 11:45:00,3837.4,3837.4
2019-01-11 12:00:00,3825.8,3825.8
2019-01-11 12:15:00,3807.6,3807.6
2019-01-11 12:30:00,3802.6,3802.6
2019-01-11 12:45:00,3776.0,3776.0
2019-01-11 13:00:00,3767.4,3767.4
2019-01-11 13:15:00,3754.0,3754.0
2019-01-11 13:30:00,3733.4,3733.4
2019-01-11 13:45:00,3691.6,3691.6
2019-01-11 14:00:00,3672.6,3672.6
2019-01-11 14:15:00,3648.4,3648.4
2019-01-11 14:30:00,3646.8,3646.8
2019-01-11 14:45:00,3628.0,3628.0
2019-01-11 15:00:00,3617.8,3617.8
2019-01-11 15:15:00,3603.0,3603.0
2019-01-11 15:30:00,3592.4,3592.4
2019-01-11 15:45:00,3590.2,3590.2
2019-01-11 16:00:00,3602.6,3602.6
2019-01-11 16:15:00,3600.2,3600.2
2019-01-11 16:30:00,3619.6,3619.6
2019-01-11 16:45:00,3650.6,3650.6
2019-01-11 17:00:00,3698.6,3698.6
2019-01-11 17:15:00,3727.6,3727.6
2019-01-11 17:30:00,3728.8,3728.8
2019-01-11 17:45:00,3717.0,3717.0
2019-01-11 18:00:00,3692.0,3692.0
2019-01-11 18:15:00,3665.2,3665.2
2019-01-11 18:30:00,3650.6,3650.6
2019-01-11 18:45:00,3636.2,3636.2
2019-01-11 19:00:00,3619.0,3619.0
2019-01-11 19:15:00,3591.0,3591.0
2019-01-11 19:30:00,3559.2,3559.2
2019-01-11 19:45:00,3517.8,3517.8
2019-01-11 20:00:00,3440.8,3440.8
2019-01-11 20:15:00,3377.2,3377.2
2019-01-11 20:30:00,3320.0,3320.0
2019-01-11 20:45:00,3277.6,3277.6
2019-01-11 21:00:00,3234.8,3234.8
2019-01-11 21:15:00,3188.4,3188.4
2019-01-11 21:30:00,3148.4,3148.4
2019-01-11 21:45:00,3110.0,3110.0
2019-01-11 22:00:00,3112.2,3112.2
2019-01-11 22:15:00,3073.6,3073.6
2019-01-11 22:30:00,3029.4,3029.4
2019-01-11 22:45:00,2984.2,2984.2
2019-01-11 23:00:00,2928.4,2928.4
2019-01-11 23:15:00,2879.4,2879.4
2019-01-11 23:30:00,2835.8,2835.8
2019-01-11 23:45:00,2807.6,2807.6
2019-01-12 00:00:00,2714.6,2714.6
2019-01-12 00:15:00,2670.2,2670.2
2019-01-12 00:30:00,2635.0,2635.0
2019-01-12 00:45:00,2608.6,2608.6
2019-01-12 01:00:00,2571.4,2571.4
2019-01-12 01:15:00,2538.0,2538.0
2019-01-12 01:30:00,2521.6,2521.6
2019-01-12 01:45:00,2501.8,2501.8
2019-01-12 02:00:00,2468.0,2468.0
2019-01-12 02:15:00,2445.6,2445.6
2019-01-12 02:30:00,2432.4,2432.4
2019-01-12 02:45:00,2440.4,2440.4
2019-01-12 03:00:00,2418.2,2418.2
2019-01-12 03:15:00,2409.0,2409.0
2019-01-12 03:30:00,2406.2,2406.2
2019-01-12 03:45:00,2412.0,2412.0
2019-01-12 04:00:00,2430.0,2430.0
2019-01-12 04:15:00,2432.6,2432.6
2019-01-12 04:30:00,2429.6,2429.6
2019-01-12 04:45:00,2426.4,2426.4
2019-01-12 05:00:00,2455.4,2455.4
2019-01-12 05:15:00,2448.2,2448.2
2019-01-12 05:30:00,2440.8,2440.8
2019-01-12 05:45:00,2448.2,2448.2
2019-01-12 06:00:00,2488.0,2488.0
2019-01-12 06:15:00,2512.2,2512.2
2019-01-12 06:30:00,2535.4,2535.4
2019-01-12 06:45:00,2553.0,2553.0
2019-01-12 07:00:00,2613.0,2613.0
2019-01-12 07:15:00,2663.8,2663.8
2019-01-12 07:30:00,2704.6,2704.6
2019-01-12 07:45:00,2742.4,2742.4
2019-01-12 08:00:00,2799.6,2799.6
2019-01-12 08:15:00,2841.8,2841.8
2019-01-12 08:30:00,2872.0,2872.0
2019-01-12 08:45:00,2918.8,2918.8
2019-01-12 09:00:00,2979.4,2979.4
2019-01-12 09:15:00,3021.0,3021.0
2019-01-12 09:30:00,3049.4,3049.4
2019-01-12 09:45:00,3084.0,3084.0
2019-01-12 10:00:00,3131.4,3131.4
2019-01-12 10:15:00,3142.2,3142.2
2019-01-12 10:30:00,3169.0,3169.0
2019-01-12 10:45:00,3191.4,3191.4
2019-01-12 11:00:00,3206.2,3206.2
2019-01-12 11:15:00,3232.8,3232.8
2019-01-12 11:30:00,3238.2,3238.2
2019-01-12 11:45:00,3239.4,3239.4
2019-01-12 12:00:00,3220.8,3220.8
2019-01-12 12:15:00,3220.6,3220.6
2019-01-12 12:30:00,3207.2,3207.2
2019-01-12 12:45:00,3185.8,3185.8
2019-01-12 13:00:00,3164.2,3164.2
2019-01-12 13:15:00,3129.0,3129.0
2019-01-12 13:30:00,3119.4,3119.4
2019-01-12 13:45:00,3100.2,3100.2
2019-01-12 14:00:00,3090.0,3090.0
2019-01-12 14:15:00,3071.6,3071.6
2019-01-12 14:30:00,3076.0,3076.0
2019-01-12 14:45:00,3060.6,3060.6
2019-01-12 15:00:00,3052.8,3052.8
2019-01-12 15:15:00,3048.8,3048.8
2019-01-12 15:30:00,3047.2,3047.2
2019-01-12 15:45:00,3050.4,3050.4
2019-01-12 16:00:00,3060.4,3060.4
2019-01-12 16:15:00,3080.4,3080.4
2019-01-12 16:30:00,3106.6,3106.6
2019-01-12 16:45:00,3162.8,3162.8
2019-01-12 17:00:00,3216.8,3216.8
2019-01-12 17:15:00,3236.2,3236.2
2019-01-12 17:30:00,3232.2,3232.2
2019-01-12 17:45:00,3229.4,3229.4
2019-01-12 18:00:00,3246.0,3246.0
2019-01-12 18:15:00,3217.6,3217.6
2019-01-12 18:30:00,3201.4,3201.4
2019-01-12 18:45:00,3192.6,3192.6
2019-01-12 19:00:00,3161.6,3161.6
2019-01-12 19:15:00,3124.8,3124.8
2019-01-12 19:30:00,3086.8,3086.8
2019-01-12 19:45:00,3066.4,3066.4
2019-01-12 20:00:00,3022.8,3022.8
2019-01-12 20:15:00,2959.0,2959.0
2019-01-12 20:30:00,2904.8,2904.8
2019-01-12 20:45:00,2877.8,2877.8
2019-01-12 21:00:00,2832.6,2832.6
2019-01-12 21:15:00,2813.0,2813.0
2019-01-12 21:30:00,2782.0,2782.0
2019-01-12 21:45:00,2767.4,2767.4
2019-01-12 22:00:00,2788.2,2788.2
2019-01-12 22:15:00,2756.8,2756.8
2019-01-12 22:30:00,2717.4,2717.4
2019-01-12 22:45:00,2688.4,2688.4
2019-01-12 23:00:00,2658.2,2658.2
2019-01-12 23:15:00,2626.0,2626.0
2019-01-12 23:30:00,2595.0,2595.0
2019-01-12 23:45:00,2548.4,2548.4
2019-01-13 00:00:00,2489.2,2489.2
2019-01-13 00:15:00,2443.6,2443.6
2019-01-13 00:30:00,2415.4,2415.4
2019-01-13 00:45:00,2378.0,2378.0
2019-01-13 01:00:00,2352.6,2352.6
2019-01-13 01:15:00,2334.8,2334.8
2019-01-13 01:30:00,2315.8,2315.8
2019-01-13 01:45:00,2289.0,2289.0
2019-01-13 02:00:00,2278.0,2278.0
2019-01-13 02:15:00,2265.0,2265.0
2019-01-13 02:30:00,2245.6,2245.6
2019-01-13 02:45:00,2241.4,2241.4
2019-01-13 03:00:00,2226.6,2226.6
2019-01-13 03:15:00,2218.4,2218.4
2019-01-13 03:30:00,2218.4,2218.4
2019-01-13 03:45:00,2212.0,2212.0
2019-01-13 04:00:00,2213.6,2213.6
2019-01-13 04:15:00,2201.2,2201.2
2019-01-13 04:30:00,2219.0,2219.0
2019-01-13 04:45:00,2214.0,2214.0
2019-01-13 05:00:00,2215.8,2215.8
2019-01-13 05:15:00,2203.4,2203.4
2019-01-13 05:30:00,2185.8,2185.8
2019-01-13 05:45:00,2178.0,2178.0
2019-01-13 06:00:00,2161.8,2161.8
2019-01-13 06:15:00,2158.8,2158.8
2019-01-13 06:30:00,2167.0,2167.0
2019-01-13 06:45:00,2193.4,2193.4
2019-01-13 07:00:00,2228.2,2228.2
2019-01-13 07:15:00,2251.0,2251.0
2019-01-13 07:30:00,2293.4,2293.4
2019-01-13 07:45:00,2332.6,2332.6
2019-01-13 08:00:00,2397.0,2397.0
2019-01-13 08:15:00,2435.8,2435.8
2019-01-13 08:30:00,2490.4,2490.4
2019-01-13 08:45:00,2523.0,2523.0
2019-01-13 09:00:00,2596.4,2596.4
2019-01-13 09:15:00,2646.4,2646.4
2019-01-13 09:30:00,2698.2,2698.2
2019-01-13 09:45:00,2741.2,2741.2
2019-01-13 10:00:00,2772.0,2772.0
2019-01-13 10:15:00,2808.2,2808.2
2019-01-13 10:30:00,2850.2,2850.2
2019-01-13 10:45:00,2887.4,2887.4
2019-01-13 11:00:00,2942.4,2942.4
2019-01-13 11:15:00,2977.6,2977.6
2019-01-13 11:30:00,3005.2,3005.2
2019-01-13 11:45:00,3017.6,3017.6
2019-01-13 12:00:00,3007.4,3007.4
2019-01-13 12:15:00,2999.2,2999.2
2019-01-13 12:30:00,2989.4,2989.4
2019-01-13 12:45:00,2972.4,2972.4
2019-01-13 13:00:00,2963.0,2963.0
2019-01-13 13:15:00,2941.0,2941.0
2019-01-13 13:30:00,2940.4,2940.4
2019-01-13 13:45:00,2916.0,2916.0
2019-01-13 14:00:00,2905.6,2905.6
2019-01-13 14:15:00,2900.6,2900.6
2019-01-13 14:30:00,2895.2,2895.2
2019-01-13 14:45:00,2880.8,2880.8
2019-01-13 15:00:00,2886.0,2886.0
2019-01-13 15:15:00,2872.0,2872.0
2019-01-13 15:30:00,2868.2,2868.2
