name,technology,fuel_type,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time,unit_operator,operating_type,node
Unit_282,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,46.7,16.345,0.3124,46.7,46.7,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_283,Market,way/22960899-380
Unit_283,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,37.6,15.04,0.33,37.6,37.6,0,0,0,0,8,8,unit_operator_284,Market,DE196-380
Unit_284,hard coal,hard coal,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3384,24.4,10.492,0.40791401,24.4,24.4,3.3,102.8685572,154.4660981,203.1771144,6,6,unit_operator_285,Market,DE163-220
Unit_285,"combined cycle gas turbine, gas engine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,325.568,104.63465,0.427071286,325.568,325.568,1.433333333,48.56336941,82.47483289,100.0204908,2.5,2.5,unit_operator_286,Market,way/53378027-380
Unit_286,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,78.2,27.37,0.397175,78.2,78.2,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_287,Market,DE163-220
Unit_287,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,162.574,65.0296,0.33,162.574,162.574,0,0,0,0,8,8,unit_operator_288,Market,way/24757392-380
Unit_288,"gas engine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,42.3898,12.71694,0.436396587,42.3898,42.3898,1.6,23.95511964,33.3517863,37.10934612,1,1,unit_operator_289,Market,way/22973052-220
Unit_289,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,59.875,23.95,0.33,59.875,59.875,0,0,0,0,8,8,unit_operator_290,Market,way/11285720-380
Unit_290,lignite,lignite,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3636,17,7.31,0.39799937,15.3,15.3,3.3,59.17157947,79.55699338,115.7831589,9,9,unit_operator_291,Market,DE46-380
Unit_291,"combined cycle gas turbine, gas engine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,161.806,54.69425,0.424281629,161.806,161.806,1.4,57.29935269,103.5241089,123.5650531,3,3,unit_operator_292,Market,way/1068350839-380
Unit_292,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,152.774,61.1096,0.33,152.774,152.774,0,0,0,0,8,8,unit_operator_293,Market,way/1068350839-380
Unit_293,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,46,18.4,0.33,46,46,0,0,0,0,8,8,unit_operator_294,Market,way/32076853-380
Unit_294,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,34,11.9,0.3046,34,34,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_295,Market,way/46615737-380
Unit_295,lignite,lignite,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3636,33.5,14.405,0.379586492,30.15,30.15,3.3,59.17157947,79.55699338,115.7831589,9,9,unit_operator_296,Market,way/156960655-380
Unit_296,gas steam turbine,natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,61.31,21.4585,0.382838521,61.31,61.31,1.1,77.41328584,143.7362128,175.1999689,5,5,unit_operator_297,Market,way/24685992-380
Unit_297,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,24.81,8.6835,0.45635,24.81,24.81,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_298,Market,way/148446247-380
Unit_298,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,80.981,32.3924,0.33,80.981,80.981,0,0,0,0,8,8,unit_operator_299,Market,DE108-220
Unit_299,"combined cycle gas turbine, gas engine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,125.039,41.17895,0.433812915,125.039,125.039,1.5,45.22038612,77.0355569,92.97159523,2.2,2.2,unit_operator_300,Market,way/39688875-220
Unit_300,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,18.5,7.4,0.33,18.5,18.5,0,0,0,0,8,8,unit_operator_301,Market,DE5-380
Unit_301,hard coal,hard coal,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3384,44.5,19.135,0.396938261,44.5,44.5,3.3,102.8685572,154.4660981,203.1771144,6,6,unit_operator_302,Market,way/24272541-220
Unit_302,"combined cycle gas turbine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,87.627,29.09305,0.445054128,87.627,87.627,1.433333333,59.22334155,104.9402929,127.4725391,2.833333333,2.833333333,unit_operator_303,Market,way/28812249-220
Unit_303,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,97.06,38.824,0.33,97.06,97.06,0,0,0,0,8,8,unit_operator_304,Market,way/23816140-220
Unit_304,lignite,lignite,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3636,15,6.45,0.285220489,9,9,3.3,66.17157947,99.12699338,128.3131589,11,11,unit_operator_305,Market,DE131-220
Unit_305,"combined cycle gas turbine, gas engine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,632.131,205.63795,0.437013211,632.131,632.131,1.48,44.13078612,71.9611569,88.58719523,2.2,2.2,unit_operator_306,Market,DE129-220
Unit_306,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,20.615,7.21525,0.3794,20.615,20.615,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_307,Market,way/24230738-380
Unit_307,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,245.716,98.2864,0.33,245.716,245.716,0,0,0,0,8,8,unit_operator_308,Market,DE64-220
Unit_308,"gas engine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,25.005,7.5015,0.449538901,25.005,25.005,1.6,19.51845297,22.64845297,27.71267945,1,1,unit_operator_309,Market,way/1024536785-380
Unit_309,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,20,8,0.33,20,20,0,0,0,0,8,8,unit_operator_310,Market,way/24685992-380
Unit_310,"gas engine, gas steam turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,54.004,17.9012,0.434295411,54.004,54.004,1.35,47.21586941,77.51483288,98.71632418,3,3,unit_operator_311,Market,way/207756597-220
Unit_311,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,34.86,12.201,0.3332,34.86,34.86,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_312,Market,way/82773910-380
Unit_312,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,27.6,11.04,0.33,27.6,27.6,0,0,0,0,8,8,unit_operator_313,Market,way/152018146-220
Unit_313,"gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,13.1,4.01,0.407041861,13.1,13.1,1.35,47.21586941,77.51483288,98.71632418,3,3,unit_operator_314,Market,way/942771541-380
Unit_314,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,17.1,5.985,0.435,17.1,17.1,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_315,Market,way/943135226-380
Unit_315,"combined cycle gas turbine, gas engine, gas steam turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,66.478467,22.50746345,0.459558303,66.478467,66.478467,1.475,48.31836941,82.60483289,102.2388242,2.5,2.5,unit_operator_316,Market,way/946025110-380
Unit_316,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,69.69,27.876,0.33,69.69,69.69,0,0,0,0,8,8,unit_operator_317,Market,DE103-380
Unit_317,hard coal,hard coal,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.3384,23.65,10.1695,0.381572214,22.2395,22.2395,3.3,106.3685572,164.2510981,209.4421144,7,7,unit_operator_318,Market,way/27124619-220
Unit_318,open cycle gas turbine,natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,21.52,6.456,0.403685303,21.52,21.52,1.6,19.51845297,22.64845297,27.71267945,1,1,unit_operator_319,Market,way/27646106-220
Unit_319,oil,oil,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2808,7.246,2.5361,0.4469,7.246,7.246,1.1,28.32173763,40.32173763,44.88260644,1,1,unit_operator_320,Market,way/27124619-220
Unit_320,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,55.36201,22.144804,0.33,55.36201,55.36201,0,0,0,0,8,8,unit_operator_321,Market,DE7-220
Unit_321,"gas engine, gas steam turbine, open cycle gas turbine",natural gas,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0.2052,104.24,33.497,0.423570248,104.24,104.24,1.475,37.31966119,60.94789293,71.63200181,2,2,unit_operator_322,Market,way/948341123-380
Unit_322,waste,waste,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,12.1,4.84,0.33,12.1,12.1,0,0,0,0,8,8,unit_operator_323,Market,way/149256409-380
Unit_323_a,wind offshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,2265.64,0,1,,,0,,,,,,unit_operator_324,Market,way/1091984573-380
Unit_323_b,wind offshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,2265.64,0,1,,,0,,,,,,unit_operator_324,Market,way/32063539-380
Unit_324,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,430.2881917,0,1,,,0,,,,,,unit_operator_325,Market,DE10-380
Unit_325,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,194.0346208,0,1,,,0,,,,,,unit_operator_326,Market,DE10-380
Unit_326,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,173.7140458,0,1,,,0,,,,,,unit_operator_327,Market,DE100-380
Unit_327,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,123.1339792,0,1,,,0,,,,,,unit_operator_328,Market,DE102-380
Unit_328,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1554.124098,0,1,,,0,,,,,,unit_operator_329,Market,DE103-380
Unit_329,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,232.2588354,0,1,,,0,,,,,,unit_operator_330,Market,DE103-380
Unit_330,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,376.3032286,0,1,,,0,,,,,,unit_operator_331,Market,DE104-380
Unit_331,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,210.4613881,0,1,,,0,,,,,,unit_operator_332,Market,DE104-380
Unit_332,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,92.00658111,0,1,,,0,,,,,,unit_operator_333,Market,DE105-220
Unit_333,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,39.26924107,0,1,,,0,,,,,,unit_operator_334,Market,DE106-220
Unit_334,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,20.07444936,0,1,,,0,,,,,,unit_operator_335,Market,DE107-380
Unit_335,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,318.2113502,0,1,,,0,,,,,,unit_operator_336,Market,DE109-220
Unit_336,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,282.2508664,0,1,,,0,,,,,,unit_operator_337,Market,DE11-380
Unit_337,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,127.2785099,0,1,,,0,,,,,,unit_operator_338,Market,DE11-380
Unit_338,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,158.2662519,0,1,,,0,,,,,,unit_operator_339,Market,DE110-380
Unit_339,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,155.3757714,0,1,,,0,,,,,,unit_operator_340,Market,DE111-380
Unit_340,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,15.81796926,0,1,,,0,,,,,,unit_operator_341,Market,DE112-380
Unit_341,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,116.1916045,0,1,,,0,,,,,,unit_operator_342,Market,DE112-380
Unit_342,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,150.0277452,0,1,,,0,,,,,,unit_operator_343,Market,DE113-220
Unit_343,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,234.6469861,0,1,,,0,,,,,,unit_operator_344,Market,DE114-380
Unit_344,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,343.1127817,0,1,,,0,,,,,,unit_operator_345,Market,DE117-380
Unit_345,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,20.87599219,0,1,,,0,,,,,,unit_operator_346,Market,DE118-220
Unit_346,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,153.3455393,0,1,,,0,,,,,,unit_operator_347,Market,DE118-220
Unit_347,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,198.6345023,0,1,,,0,,,,,,unit_operator_348,Market,DE119-380
Unit_348,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,47.2716264,0,1,,,0,,,,,,unit_operator_349,Market,DE119-380
Unit_349,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,43.88082595,0,1,,,0,,,,,,unit_operator_350,Market,DE12-380
Unit_350,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,4817.689721,0,1,,,0,,,,,,unit_operator_351,Market,DE12-380
Unit_351,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,424.8053863,0,1,,,0,,,,,,unit_operator_352,Market,DE12-380
Unit_352,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,249.2263049,0,1,,,0,,,,,,unit_operator_353,Market,DE121-380
Unit_353,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,139.3889558,0,1,,,0,,,,,,unit_operator_354,Market,DE121-380
Unit_354,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,109.9673947,0,1,,,0,,,,,,unit_operator_355,Market,DE122-220
Unit_355,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,144.3750865,0,1,,,0,,,,,,unit_operator_356,Market,DE124-380
Unit_356,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,93.13944302,0,1,,,0,,,,,,unit_operator_357,Market,DE125-380
Unit_357,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,47.27922381,0,1,,,0,,,,,,unit_operator_358,Market,DE127-380
Unit_358,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,22.72878042,0,1,,,0,,,,,,unit_operator_359,Market,DE128-380
Unit_359,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,198.8232335,0,1,,,0,,,,,,unit_operator_360,Market,DE129-220
Unit_360,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,19.54650181,0,1,,,0,,,,,,unit_operator_361,Market,DE13-380
Unit_361,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,137.9835117,0,1,,,0,,,,,,unit_operator_362,Market,DE13-380
Unit_362,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,67.36949046,0,1,,,0,,,,,,unit_operator_363,Market,DE13-380
Unit_363,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,165.1136763,0,1,,,0,,,,,,unit_operator_364,Market,DE130-380
Unit_364,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,62.56481928,0,1,,,0,,,,,,unit_operator_365,Market,DE131-220
Unit_365,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,144.4612042,0,1,,,0,,,,,,unit_operator_366,Market,DE132-220
Unit_366,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,28.92273299,0,1,,,0,,,,,,unit_operator_367,Market,DE132-220
Unit_367,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,22.18954114,0,1,,,0,,,,,,unit_operator_368,Market,DE133-380
Unit_368,hydro,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,24.66616856,0,1,,,0,,,,,,unit_operator_369,Market,DE133-380
Unit_369,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,2654.752666,0,1,,,0,,,,,,unit_operator_370,Market,DE133-380
Unit_370,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,274.069873,0,1,,,0,,,,,,unit_operator_371,Market,DE133-380
Unit_371,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,376.9335962,0,1,,,0,,,,,,unit_operator_372,Market,DE134-380
Unit_372,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,97.81962696,0,1,,,0,,,,,,unit_operator_373,Market,DE134-380
Unit_373,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,515.6558847,0,1,,,0,,,,,,unit_operator_374,Market,DE135-220
Unit_374,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,103.240019,0,1,,,0,,,,,,unit_operator_375,Market,DE135-220
Unit_375,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,23.85572286,0,1,,,0,,,,,,unit_operator_376,Market,DE136-380
Unit_376,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,2868.93446,0,1,,,0,,,,,,unit_operator_377,Market,DE136-380
Unit_377,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,453.0316901,0,1,,,0,,,,,,unit_operator_378,Market,DE136-380
Unit_378,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,147.827048,0,1,,,0,,,,,,unit_operator_379,Market,DE137-380
Unit_379,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,29.59661217,0,1,,,0,,,,,,unit_operator_380,Market,DE137-380
Unit_380,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,109.5468733,0,1,,,0,,,,,,unit_operator_381,Market,DE138-380
Unit_381,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,95.76146511,0,1,,,0,,,,,,unit_operator_382,Market,DE139-380
Unit_382,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,29.92805487,0,1,,,0,,,,,,unit_operator_383,Market,DE14-380
Unit_383,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,211.2694204,0,1,,,0,,,,,,unit_operator_384,Market,DE14-380
Unit_384,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,103.150826,0,1,,,0,,,,,,unit_operator_385,Market,DE14-380
Unit_385,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,225.5785932,0,1,,,0,,,,,,unit_operator_386,Market,DE141-380
Unit_386,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,320.8125334,0,1,,,0,,,,,,unit_operator_387,Market,DE142-380
Unit_387,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,26.99190889,0,1,,,0,,,,,,unit_operator_388,Market,DE143-380
Unit_388,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,180.7831064,0,1,,,0,,,,,,unit_operator_389,Market,DE144-380
Unit_389,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,18.75439511,0,1,,,0,,,,,,unit_operator_390,Market,DE144-380
Unit_390,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,274.7741558,0,1,,,0,,,,,,unit_operator_391,Market,DE145-220
Unit_391,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,55.01282907,0,1,,,0,,,,,,unit_operator_392,Market,DE145-220
Unit_392,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,297.0925043,0,1,,,0,,,,,,unit_operator_393,Market,DE146-380
Unit_393,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,41.61641298,0,1,,,0,,,,,,unit_operator_394,Market,DE146-380
Unit_394,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,26.25386481,0,1,,,0,,,,,,unit_operator_395,Market,DE147-380
Unit_395,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,387.6256715,0,1,,,0,,,,,,unit_operator_396,Market,DE148-380
Unit_396,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,132.0039507,0,1,,,0,,,,,,unit_operator_397,Market,DE148-380
Unit_397,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,514.1320814,0,1,,,0,,,,,,unit_operator_398,Market,DE149-380
Unit_398,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,92.73795738,0,1,,,0,,,,,,unit_operator_399,Market,DE149-380
Unit_399,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1044.526391,0,1,,,0,,,,,,unit_operator_400,Market,DE15-220
Unit_400,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,285.610752,0,1,,,0,,,,,,unit_operator_401,Market,DE15-220
Unit_401,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,25.10261243,0,1,,,0,,,,,,unit_operator_402,Market,DE150-380
Unit_402,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1320.145531,0,1,,,0,,,,,,unit_operator_403,Market,DE150-380
Unit_403,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,124.3742247,0,1,,,0,,,,,,unit_operator_404,Market,DE150-380
Unit_404,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,222.3050238,0,1,,,0,,,,,,unit_operator_405,Market,DE152-380
Unit_405,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,31.1402595,0,1,,,0,,,,,,unit_operator_406,Market,DE152-380
Unit_406,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,56.16792479,0,1,,,0,,,,,,unit_operator_407,Market,DE153-380
Unit_407,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,632.4969011,0,1,,,0,,,,,,unit_operator_408,Market,DE154-380
Unit_408,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,223.9043828,0,1,,,0,,,,,,unit_operator_409,Market,DE154-380
Unit_409,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,140.1441636,0,1,,,0,,,,,,unit_operator_410,Market,DE155-380
Unit_410,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1197.741687,0,1,,,0,,,,,,unit_operator_411,Market,DE156-380
Unit_411,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,328.8981569,0,1,,,0,,,,,,unit_operator_412,Market,DE156-380
Unit_412,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,32.38401473,0,1,,,0,,,,,,unit_operator_413,Market,DE157-380
Unit_413,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,22.42160559,0,1,,,0,,,,,,unit_operator_414,Market,DE157-380
Unit_414,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,38.64753721,0,1,,,0,,,,,,unit_operator_415,Market,DE158-380
Unit_415,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,2425.271603,0,1,,,0,,,,,,unit_operator_416,Market,DE158-380
Unit_416,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1369.093586,0,1,,,0,,,,,,unit_operator_417,Market,DE158-380
Unit_417,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1127.36357,0,1,,,0,,,,,,unit_operator_418,Market,DE159-380
Unit_418,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,104.939995,0,1,,,0,,,,,,unit_operator_419,Market,DE159-380
Unit_419,biomass,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,24.4501555,0,1,,,0,,,,,,unit_operator_420,Market,DE16-220
Unit_420,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1654.918321,0,1,,,0,,,,,,unit_operator_421,Market,DE16-220
Unit_421,wind onshore,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,1455.014915,0,1,,,0,,,,,,unit_operator_422,Market,DE16-220
Unit_422,solar pv,renewable,flexable_eom,naive_redispatch,flexable_pos_crm,flexable_neg_crm,0,16.96508353,0,1,,,0,,,,,,unit_operator_423,Market,DE160-220
